1 0 10 -nan 0 -nan 0.00713651 100 0 -nan inf 0 -nan -nan 0 0 
63 0 10 0.0452622 128.74 0.485274 0 474.279 0 0.561989 1.11837e-08 1112.69 0.0445683 0.0459164 62.4741 66.2658 
64 0 10 0.0373148 125.31 0.506513 0.0606144 383.692 0 0.600469 0.0181469 679.176 0.0425884 0.031902 63.4712 61.839 
65 0 10 0.0692788 142.398 0.557242 0 635.302 0 0.578513 7.65163e-09 819.925 0.0349163 0.112527 79.35 63.0476 
66 0 10 0.0249753 154.079 0.567355 0 786.801 0 0.674684 5.54613e-09 1195.75 0.0284393 0.0204327 87.4173 66.6613 
67 0 10 0.0179262 152.905 0.582321 0.00143904 843.965 0 0.421897 0.000514335 1726.55 0.0233168 0.0104108 89.0395 63.8651 
68 0 10 0.0373294 147.596 0.60564 0.00898473 829.248 0 0.481245 0.00203001 1984.83 0.0378094 0.0365923 89.3902 58.2062 
69 0 10 0.0382385 176.314 0.644941 0.0374841 650.736 0 0.533487 0.00375436 853.334 0.0290305 0.0549643 113.712 62.6019 
70 0 10 0.0811303 232.76 0.629198 0.000170256 669.249 0 0.628331 7.29056e-05 1130.28 0.0399211 0.151056 146.452 86.308 
71 0 10 0.0367839 330.261 0.555228 0.0102331 488.827 0 0.562814 0.00170476 913.073 0.0385807 0.0345409 183.37 146.891 
72 1 10 0.0357952 280.376 0.609404 0.0875168 197.645 40.4782 0.563905 0.00243723 236.303 0.0345363 0.0377593 170.862 109.514 
73 0 9 0.161918 94.095 0.633927 0 277.207 0 0.782298 1.7127e-09 249.152 0.0315407 0.387692 59.6494 34.4457 
74 0 9 0.0350626 113.183 0.602123 0.0101967 262.196 0 0.718265 0.00775077 393.149 0.0334596 0.0374884 68.1504 45.0331 
75 0 9 0.0384946 148.719 0.630203 0 315.899 0 0.623516 9.05089e-10 545.823 0.0291503 0.0544189 93.7229 54.9957 
76 0 9 0.0298521 178.235 0.539899 0 254.536 0 0.671172 8.64432e-10 390.718 0.029729 0.0299965 96.2286 82.006 
77 0 9 0.0269487 177.149 0.621217 0.0411213 136.864 0 0.61128 0.0333791 173.37 0.0330343 0.0169682 110.048 67.1011 
78 5 9 0.0278171 25.6069 1 0 68.6559 78.6432 0.625168 1.47839e-09 34.0709 0.0278171 -nan 25.6069 0 
79 0 5 0.0425271 17.1287 0.899876 0.00538097 66.3125 0 0.581505 9.31014e-10 49.1549 0.0441056 0.0283404 15.4137 1.71499 
80 0 5 0.036594 20.3336 0.913267 7.81378e-05 43.1405 0 0.835955 3.27332e-05 17.1497 0.036517 0.037404 18.57 1.76359 
-1 16 560 0.048183 7094.25 0.597829 0.00762057 17950.5 184.546 0.519567 0.00399847 28149.2 0.040784 0.0591816 4241.15 2853.1 
1 0 10 -nan 0 -nan 0.00713651 100 0 -nan inf 0 -nan -nan 0 0 
2 0 10 -nan 0 -nan 0 91.5938 0 0.555556 0.0449274 130.362 -nan -nan 0 0 
3 0 10 -nan 0 -nan 0 91.5938 0 -nan inf 0 -nan -nan 0 0 
4 0 10 0.00512 8.66899 1 0.00635725 91.5938 0 0.555556 1.48901 0.998792 0.00512 -nan 8.66899 0 
5 0 10 0.00598173 34.7344 0.962209 0.009796 84.881 0 -nan inf 0 0.00459654 0.0412505 33.4218 1.31264 
6 0 10 0.0604944 21.2691 0.513577 0.0166375 73.1661 0 0.553589 0.00737258 129.375 0.0414363 0.0806165 10.9233 10.3458 
7 1 10 0.0481809 23.2439 0.399152 0 59.4422 1.8541 -nan inf 0 0.0512548 0.0461389 9.27787 13.9661 
8 0 9 0.0550278 34.0192 0.534294 0.00172738 47.019 0 0.592482 0.0142079 111.44 0.0545738 0.0555485 18.1763 15.8429 
9 0 9 0.0584146 25.2923 0.757052 0.00267366 46.0333 0 0.613557 0.0287552 65.1657 0.0548022 0.0696712 19.1476 6.1447 
10 1 9 0.0598942 8.56913 0.0537543 0 38.8023 0 0.540359 0.00440905 18.4704 0.0391103 0.0610749 0.460627 8.1085 
11 0 8 0.0569845 13.5283 0.19701 0 37.2279 0 0.441533 0.00282509 22.0711 0.0536056 0.0578135 2.66522 10.8631 
12 0 8 0.0512819 17.4227 0.363852 0 38.3582 0 0.474645 0.00213527 24.2053 0.0444813 0.0551715 6.3393 11.0834 
13 0 8 0.0503708 19.2467 0.482879 0 42.8002 0 0.461856 0.00335993 17.1119 0.050893 0.0498832 9.29382 9.95289 
14 0 9 0.0478453 21.5834 0.435704 0 43.9506 0 0.461384 0.00150183 31.2381 0.0422481 0.0521669 9.40396 12.1794 
15 0 9 0.0491475 20.151 0.338445 0.00800131 45.246 0 0.443268 0.00295499 28.6296 0.0490928 0.0491754 6.82 13.331 
16 0 9 0.051676 24.0423 0.307333 0.0285777 49.5121 0 0.596268 0.00117619 46.8965 0.0503776 0.0522521 7.38899 16.6533 
17 0 10 0.06377 15.883 0.409703 0.028203 44.3582 0 0.574716 0.00686752 72.7834 0.051131 0.0725423 6.50732 9.37569 
18 2 10 0.0463705 10.7822 0.36132 0.0103941 34.3965 3.11331 0.668385 0.00094195 22.963 0.0511625 0.0436596 3.89582 6.88635 
19 1 8 0.0521401 3.30861 0.721012 0.00852214 33.2068 1.72457 -nan inf 0 0.044592 0.0716473 2.38554 0.923062 
20 0 7 0.044668 4.04823 0.744661 0 45.6674 0 -nan inf 0 0.0398748 0.0586468 3.01456 1.03367 
21 1 7 0.0335759 3.94548 0.768312 0 44.2182 0.171503 0.395545 8.21519e-05 48.4798 0.0329129 0.0357748 3.03136 0.914122 
22 0 6 0.0457819 10.2003 0.778815 0 36.0027 0 0.52507 9.4987e-05 44.3142 0.0482164 0.0372098 7.94414 2.25616 
23 0 6 0.027388 11.0525 0.790268 0 23.9318 0 0.521419 0.000105015 20.1157 0.0293625 0.0199481 8.73446 2.31807 
24 0 6 0.045494 10.8092 0.782012 3.54722e-07 40.2743 0 0.757521 0.000116904 43.5914 0.0458644 0.0441652 8.45292 2.35628 
25 0 8 0.0370725 15.9217 0.815868 0.00645805 55.2528 0 0.597972 0.000109421 73.8125 0.0393798 0.0268491 12.99 2.9317 
26 0 9 0.0336023 19.6108 0.735734 0.0461673 39.2833 0 0.576175 0.0300293 60.5323 0.0336238 0.0335424 14.4283 5.18246 
27 0 9 0.0905078 27.2321 0.493465 0.00906595 47.8771 0 0.365558 0.0116462 139.16 0.0363537 0.143265 13.4381 13.794 
28 0 10 0.0779267 31.8739 0.465669 0.0015297 54.8395 0 0.47388 0.00365829 100.872 0.0438269 0.107645 14.8427 17.0312 
29 0 10 0.0382832 41.2938 0.567637 0.00856136 69.04 0 0.482099 0.0154272 146.024 0.0381631 0.0384409 23.4399 17.8539 
30 0 10 0.0921466 53.4484 0.473654 0.00194992 84.9943 0 0.37965 0.00083613 222.826 0.0508485 0.12931 25.3161 28.1323 
31 0 10 0.0341857 58.8829 0.492671 0.0108469 75.2295 0 0.474366 0.00390888 105.796 0.0362704 0.0321612 29.0099 29.873 
32 1 10 0.0259659 35.6064 0.651697 0.0103569 54.1071 13.5586 0.458335 0.145112 28.5715 0.0294553 0.019437 23.2046 12.4018 
33 0 9 0.0380392 24.781 0.675702 0 59.8808 0 0.521097 9.56599e-06 144.488 0.0375137 0.0391339 16.7445 8.03643 
34 0 9 0.0275942 23.747 0.767588 0.0103904 44.8916 0 0.375 1.3687 3.36993 0.0266927 0.0305716 18.228 5.51909 
35 2 9 0.412603 0.0201684 0 0.000906138 45.8967 1.52475 0.312935 0.0159113 47.1387 -nan 0.412603 0 0.0201684 
36 0 7 0.0525818 0.623228 0.519147 0 52.7869 0 0.275732 5.97516e-06 56.8798 0.0396964 0.0664934 0.323547 0.299681 
37 0 7 0.0288178 1.43712 0.454876 0 48.9765 0 0.285738 5.10375e-06 48.2511 0.023094 0.033594 0.653713 0.783409 
