1 0 10 -nan 0 -nan 0.00713651 100 0 -nan inf 0 -nan -nan 0 0 
19 1 10 0.0863688 63.3914 0.608502 0.00617321 87.1729 0 0.4569 0.0174114 157.798 0.0444546 0.151516 38.5738 24.8176 
20 0 9 0.344884 47.4531 0.415254 0 143.251 0 0.37478 0.00145407 269.902 0.0369388 0.56357 19.705 27.748 
21 1 9 0.0247092 97.4536 0.488097 0 123.361 33.983 0.386581 0.00125172 237.543 0.017954 0.0311502 47.5669 49.8868 
22 0 8 0.0344511 81.1969 0.441418 0 115.313 0 0.529002 0.00172173 111.78 0.0396463 0.0303457 35.8418 45.3552 
23 0 8 0.041999 65.1738 0.549388 0 132.527 0 0.588064 0.0014366 153.068 0.0461096 0.0369872 35.8057 29.3681 
24 0 8 0.0295282 80.9157 0.593453 0 109.314 0 0.621414 0.00155399 91.8163 0.0307992 0.027673 48.0196 32.896 
25 0 8 0.0300145 79.5422 0.640439 0 177.094 0 0.425066 0.00100448 239.759 0.0317527 0.0269183 50.942 28.6003 
26 0 9 0.0315865 68.3435 0.63026 0.0018148 196.62 0 0.434482 0.00183086 210.568 0.0343509 0.0268744 43.0742 25.2694 
27 0 9 0.0372979 95.0208 0.683829 0.0087055 178.999 0 0.569519 0.00341081 314.903 0.0390183 0.033577 64.978 30.0428 
28 0 10 0.0229615 120.137 0.669363 0.00178473 199.932 0 0.585723 0.00152322 272.225 0.0196414 0.029683 80.4154 39.7218 
29 0 10 0.0245063 140.401 0.696673 0 159.201 0 0.54246 0.000648297 172.863 0.0222139 0.0297715 97.8137 42.5874 
30 1 10 0.0321475 67.7765 0.62292 0.00383848 161.679 11.3162 0.45115 0.00446143 190.65 0.0325303 0.0315151 42.2194 25.5571 
31 0 9 0.0417751 68.2567 0.633165 0.000344997 180.815 0 0.49522 0.00105777 235.125 0.0366534 0.0506153 43.2178 25.0389 
32 0 9 0.0255431 68.2907 0.64942 0.00132743 272.781 0 0.51743 0.00176044 293.719 0.0242494 0.0279396 44.3493 23.9414 
33 0 9 0.0353611 98.394 0.79285 0 235.792 0 0.459009 0.000418345 260.581 0.0336707 0.0418313 78.0117 20.3823 
34 0 9 0.0228577 70.4038 0.697794 0.000263934 363.615 0 0.602255 0.00201176 310.119 0.0229544 0.0226345 49.1274 21.2765 
35 0 9 0.0454765 73.1911 0.726074 0.000352141 365.759 0 0.522039 0.00166489 364.513 0.0393032 0.0618396 53.1421 20.049 
36 0 9 0.0230784 67.5935 0.728943 0.000411131 358.984 0 0.534022 0.00386552 355.086 0.0236255 0.021607 49.2718 18.3217 
37 1 10 0.0309995 82.0215 0.761648 0.00113937 333.964 4.31396 0.605062 0.00475428 367.467 0.032422 0.026454 62.4715 19.55 
38 0 9 0.0343262 91.0679 0.797802 0 427.403 0 0.591693 0.000272767 440.279 0.0291854 0.0546097 72.6541 18.4138 
39 0 9 0.0314326 116.582 0.839586 0.00120252 390.524 0 0.604124 0.00438723 426.969 0.0331947 0.0222099 97.8809 18.7015 
40 0 9 0.0410184 148.533 0.76944 0.000406148 389.411 0 0.634714 0.00130203 505.526 0.0338639 0.0648951 114.287 34.2458 
41 0 9 0.0331446 181.222 0.789815 0.00171239 331.619 0 0.56369 0.00345128 324.337 0.0337159 0.0309978 143.132 38.0901 
42 1 9 0.0356825 193.322 0.75791 0.000244602 256.705 11.1855 0.661914 0.000414388 370.055 0.0374799 0.0300557 146.521 46.8013 
43 0 8 0.0268658 149.633 0.854532 0 323.025 0 0.577743 0.000163201 333.734 0.0268492 0.0269632 127.866 21.7668 
44 0 9 0.0265143 161.243 0.779609 0.000969948 367.881 0 0.532001 0.00070626 433.312 0.0254747 0.0301919 125.706 35.5365 
45 0 9 0.0274237 241.814 0.828883 0.00474233 311.908 0 0.565918 0.00271531 260.758 0.0262014 0.0333443 200.435 41.3783 
46 0 9 0.0369601 164.557 0.745297 0.00128869 297.405 0 0.621539 0.0027656 380.761 0.0254447 0.0706559 122.644 41.9131 
47 0 9 0.022999 155.194 0.790323 0 376.28 0 0.582097 0.000125205 366.739 0.0212939 0.0294261 122.653 32.5406 
48 0 9 0.0300347 194.919 0.838343 0.000920801 454.121 0 0.625049 0.00179636 587.798 0.0292874 0.0339099 163.409 31.51 
49 1 10 0.0382353 267.032 0.885216 0.00133082 353.574 1.84361 0.789625 0.000868851 622.9 0.0390325 0.0320874 236.381 30.651 
50 0 9 0.0291028 235.963 0.784235 0.00136258 332.245 0 0.646285 0.000820579 427.897 0.0242091 0.0468901 185.05 50.9125 
51 0 9 0.0332754 194.21 0.70229 0.00015903 325.931 0 0.721676 0.00123732 418.349 0.0335937 0.0325247 136.392 57.8183 
52 0 9 0.0425601 196.212 0.750958 0 335.247 0 0.763267 7.77893e-05 514.146 0.0404399 0.0489531 147.347 48.8651 
53 1 9 0.038377 197.705 0.706781 0 303.979 1.32688 0.691879 7.15606e-05 433.847 0.0386583 0.037699 139.734 57.9708 
54 0 8 0.0297997 199.912 0.729849 0.00321782 269.087 0 0.739983 0.00173832 361.139 0.031074 0.0263571 145.906 54.0066 
55 0 8 0.0357722 166.257 0.732825 0 255.783 0 0.619654 6.27062e-05 269.933 0.0377246 0.030417 121.838 44.4198 
56 0 9 0.0356936 104.533 0.713621 0.00146983 342.658 0 0.723236 0.000662733 443.808 0.0351374 0.0370795 74.5971 29.9362 
57 0 9 0.0309826 141.104 0.811409 0 314.088 0 0.683807 4.98672e-05 379.236 0.0301939 0.034376 114.493 26.6109 
58 0 9 0.0354549 135.655 0.726144 0.00133629 223.567 0 0.665696 0.000734262 294.672 0.0349473 0.0368008 98.5051 37.1499 
59 0 9 0.0308807 136.15 0.667733 0 290.934 0 0.678027 4.37669e-05 438.021 0.0320013 0.0286288 90.9117 45.2381 
60 0 10 0.0308554 152.269 0.644667 0.00374558 259.782 0 0.640398 0.00572767 367.868 0.0325339 0.0278102 98.1629 54.1062 
61 0 10 0.0291849 156.044 0.651644 0.00190271 253.727 0 0.64738 0.000915982 357.235 0.0283264 0.030791 101.685 54.3589 
62 0 10 0.0259328 189.372 0.719437 0.000243335 238.409 0 0.59272 0.000717122 281.762 0.0243454 0.0300035 136.241 53.1307 
63 0 10 0.0224776 153.044 0.678316 0.000678021 257.909 0 0.66493 0.000383182 344.247 0.0212768 0.0250096 103.812 49.2319 
64 0 10 0.031631 147.264 0.664024 2.31379e-05 265.543 0 0.666689 4.13751e-05 414.842 0.032085 0.0307338 97.7872 49.4773 
65 0 10 0.0315038 163.117 0.606274 0.00895413 198.789 0 0.631407 0.00545502 260.991 0.0328897 0.0293697 98.8936 64.2235 
66 0 10 0.0619543 140.43 0.583914 0.000735613 173.95 0 0.5662 0.00648086 305.234 0.0319813 0.104017 81.9988 58.4308 
67 2 10 0.0282498 121.608 0.453968 0 175.197 3.30283 0.615883 1.80659e-05 158.165 0.0320534 0.0250875 55.2061 66.4019 
68 0 8 0.0300437 76.6774 0.654579 0 184.683 0 0.699215 1.67844e-05 210.981 0.0316184 0.0270597 50.1914 26.486 
69 0 8 0.0323979 70.1394 0.597719 0 176.214 0 0.667563 1.75611e-05 195.68 0.0304057 0.0353579 41.9236 28.2158 
70 0 8 0.0332625 86.3669 0.64714 0 176.768 0 0.652723 1.43574e-05 199.922 0.0363744 0.0275553 55.8914 30.4754 
71 0 8 0.0325357 78.2525 0.635541 0 210.283 0 0.648945 1.41866e-05 217.666 0.0322282 0.033072 49.7327 28.5198 
72 0 8 0.0291445 92.8046 0.662898 0 189.302 0 0.674988 1.12074e-05 201.064 0.0291322 0.0291686 61.52 31.2846 
73 0 8 0.0230042 80.0379 0.63904 0 177.541 0 0.608695 9.34088e-06 207.463 0.0222981 0.0242543 51.1474 28.8905 
74 0 10 0.033027 96.173 0.659506 0.00459998 155.142 0 0.596991 0.000645297 276.951 0.0326324 0.0337912 63.4267 32.7463 
75 0 10 0.0298724 87.6803 0.591128 0.0232522 115.35 0 0.560252 0.00564996 88.1298 0.0279973 0.0325834 51.8302 35.85 
76 2 10 0.0326686 35.5691 0.450865 0 101.861 5.08796 0.577702 8.36939e-06 104.907 0.0372432 0.0289126 16.0368 19.5322 
77 0 8 0.0324611 37.9675 0.430191 0 95.4133 0 0.691702 8.4239e-06 90.7179 0.0325101 0.0324242 16.3333 21.6342 
78 0 8 0.0289354 36.3261 0.513002 0 138.928 0 0.730067 7.06725e-06 134.547 0.0319546 0.025755 18.6353 17.6908 
79 0 8 0.0398796 39.1999 0.608359 0 113.951 0 0.688877 6.13632e-06 118.78 0.0423076 0.0361081 23.8476 15.3523 
80 0 8 0.0273849 47.1324 0.586124 0 161.499 0 0.680922 5.80216e-06 152.804 0.0249729 0.0308008 27.6254 19.5069 
-1 12 560 0.0353403 7992.07 0.694892 0.00181568 16907.2 73.5512 0.583219 0.00408668 21986.4 0.0310301 0.045157 5553.62 2438.45 
1 0 10 -nan 0 -nan 0.00713651 100 0 -nan inf 0 -nan -nan 0 0 
2 0 10 0.009 11.1111 1 0 104.552 0 -nan inf 0 0.009 -nan 11.1111 0 
3 0 10 0.0081 22.4222 0.5 0 104.552 0 -nan inf 0 0.0081 0.0081 11.2111 11.2111 
4 0 10 0.00750504 48.5366 0.723641 0.00375308 104.552 0 -nan inf 0 0.00740958 0.00775501 35.1231 13.4135 
5 0 10 0.0104407 48.5594 0.771928 0.0036983 105.97 0 0.666667 0.101319 20.568 0.00905203 0.015141 37.4844 11.075 
6 0 10 0.0479907 34.3502 0.755045 0 84.6018 0 0.534534 0.018858 53.6524 0.046336 0.0530913 25.936 8.41425 
7 0 10 0.0339811 54.9209 0.651834 0.0237646 62.3882 0 0.47619 0.0485395 18.698 0.0407605 0.0212886 35.7993 19.1216 
8 2 10 0.0677207 7.66747 0.23667 0 49.1366 8.2233 0.341597 0.0107387 41.1694 0.0415533 0.0758339 1.81466 5.85281 
9 0 8 0.0518582 6.13184 0.131701 0.0028601 56.7118 0 0.396879 0.0607864 19.7911 0.0440856 0.0530372 0.807572 5.32427 
10 0 8 0.0447552 11.5171 0.487358 0.00167561 58.9613 0 -nan inf 0 0.0437124 0.0457467 5.61296 5.90416 
11 0 8 0.0450109 9.2874 0.293807 0.030845 47.5247 0 0.421202 0.0414333 15.2657 0.0490748 0.0433202 2.7287 6.55869 
12 1 8 0.0442964 4.82291 0.438153 0.00652107 38.757 0.117048 0.432409 0.053052 7.49655 0.0427524 0.0455005 2.11317 2.70974 
13 0 7 0.0808876 5.22255 0.440681 0 41.857 0 0.454008 0.00426005 32.1924 0.0594985 0.0977398 2.30148 2.92107 
14 0 7 0.0507918 8.23844 0.564888 0.00291716 61.2677 0 0.594637 0.00539042 45.4492 0.0460592 0.0569359 4.6538 3.58465 
15 0 9 0.0467409 7.47587 0.622921 1.57646e-05 57.7655 0 0.577238 0.00434803 41.662 0.0437907 0.0516147 4.65688 2.819 
16 0 9 0.0568888 9.07624 0.664223 0.000253061 51.9234 0 0.539657 0.00290057 63.4298 0.0596203 0.0514853 6.02865 3.04759 
17 0 9 0.0434708 8.14585 0.565388 0 53.2034 0 0.604683 0.00377724 35.3323 0.037478 0.0512668 4.60557 3.54028 
18 0 9 0.046582 12.5111 0.718507 0.000605558 53.2138 0 0.434622 0.00420815 46.4952 0.0492845 0.0396838 8.98934 3.52179 
19 0 10 0.0377013 13.2412 0.63348 0.00789665 45.187 0 0.407827 0.00383139 38.329 0.0390158 0.0354294 8.38804 4.85316 
20 0 10 0.0369048 5.20116 0.852964 2.53937e-05 46.4177 0 0.511997 0.00355051 48.2607 0.0347682 0.0492993 4.4364 0.764758 
21 0 10 0.0283913 8.78791 0.660806 0.023156 42.9656 0 0.49532 0.00470443 49.0955 0.0341781 0.0171178 5.8071 2.9808 
22 0 10 0.0328837 10.5421 0.7551 0.00625394 43.4664 0 0.482617 0.00426944 38.1392 0.0320096 0.0355788 7.96035 2.58176 
23 0 10 0.0335506 10.4729 0.702306 0 79.6098 0 0.478682 0.00233183 102.408 0.0335491 0.0335541 7.35515 3.11771 
24 0 10 0.0246331 16.4991 0.834942 0.0105096 93.147 0 0.50511 0.0119002 117.435 0.0249204 0.0231798 13.7758 2.72332 
25 0 10 0.0293872 21.3724 0.757328 0.00464173 96.2095 0 0.482292 0.00405844 122.013 0.0327247 0.0189713 16.1859 5.18648 
26 0 10 0.0265857 29.3079 0.690163 0 117.051 0 0.494036 0.00172284 145.869 0.0252464 0.0295691 20.2272 9.08068 
27 0 10 0.0278664 35.5305 0.655191 0.00186405 124.873 0 0.496106 0.0015852 162.818 0.0313722 0.0212049 23.2792 12.2512 
28 0 10 0.0233751 39.2691 0.604486 0.00119852 133.692 0 0.479399 0.00639966 154.29 0.019409 0.0294366 23.7376 15.5315 
29 0 10 0.0267295 52.4444 0.699841 0.0112157 137.247 0 0.451518 0.00145483 212.67 0.024216 0.0325897 36.7027 15.7416 
30 0 10 0.020538 63.0986 0.682055 0.000385246 139.812 0 0.470459 0.00256395 155.942 0.0169621 0.0282088 43.0367 20.0619 
31 0 10 0.0302361 82.4887 0.667681 0.00324443 148.598 0 0.445879 0.00114063 256.631 0.0320268 0.0266382 55.0761 27.4126 
32 0 10 0.0403066 76.1925 0.624511 0.0500411 127.095 0 0.434359 0.01589 189.553 0.0396399 0.0414154 47.5831 28.6095 
33 0 10 0.0516494 89.3828 0.657163 0 155.33 0 0.431801 0.000495269 348.663 0.0384904 0.0768731 58.739 30.6437 
34 0 10 0.0410772 170.226 0.588107 0.000977781 137.43 0 0.42279 0.00172295 302.915 0.04405 0.0368327 100.111 70.115 
35 0 10 0.0261682 149.536 0.574838 0 122.641 0 0.448582 0.00065573 172.406 0.0210208 0.0331278 85.9592 63.5771 
36 1 10 0.0302241 50.0817 0.266219 0.00236243 196.139 12.3861 0.317377 0.0148192 115.642 0.0304668 0.0301361 13.3327 36.749 
37 0 9 0.096273 51.4907 0.215542 8.98183e-06 209.792 0 0.193071 0.000406746 194.272 0.022247 0.116613 11.0984 40.3923 
38 1 9 0.0109612 44.4396 0.234767 0.00202888 167.206 4.31671 0.326873 0.00330231 91.3118 0.0261598 0.00629843 10.433 34.0067 
39 0 8 0.0700587 38.7072 0.218378 0 334.705 0 0.221981 0.000330167 210.734 0.0341626 0.0800877 8.45282 30.2544 
40 0 8 0.0405752 40.8009 0.216554 0.0022003 300.497 0 0.285993 0.00642827 158.565 0.0197342 0.0463359 8.83561 31.9653 
41 0 8 0.0578525 42.2555 0.212238 0 418.899 0 0.228366 0.000246755 250.064 0.0130929 0.0699116 8.96822 33.2873 
42 0 8 0.0324461 41.4699 0.218407 0.000384094 438.549 0 0.335434 0.00337973 255.357 0.0168162 0.0368137 9.05732 32.4126 
43 0 9 0.0221638 41.5464 0.220406 0.00175085 406.762 0 0.308573 0.0068042 260.263 0.0610491 0.0111702 9.15709 32.3893 
44 0 9 0.0448695 42.5877 0.233685 0 420.294 0 0.389305 0.000197291 261.534 0.0354568 0.0477399 9.95211 32.6356 
45 0 10 0.0214213 34.1355 0.291136 0 526.993 0 0.396581 0.000162835 305.398 0.0354413 0.0156632 9.93807 24.1974 
46 0 10 0.0243203 35.1689 0.298278 0 594.359 0 0.339196 0.000144369 371.033 0.0142752 0.0285901 10.4901 24.6788 
47 0 10 0.0199457 35.9618 0.294638 0 872.964 0 0.358311 0.000116017 588.145 0.0146538 0.0221561 10.5957 25.3661 
48 0 10 0.026494 39.6761 0.295379 0.00327213 743.771 0 0.364953 0.00968473 537.492 0.0209488 0.0288185 11.7195 27.9566 
49 0 10 0.0932572 40.7646 0.28878 0 1594.52 0 0.286781 8.51223e-05 1295.21 0.034807 0.11699 11.772 28.9926 
50 0 10 0.0362646 71.2037 0.334064 0.00510356 1342.4 0 0.404399 0.0266484 1481.15 0.0550692 0.0268313 23.7866 47.4171 
51 0 10 0.0690421 115.554 0.314625 0.0067484 968.207 0 0.312974 0.00345765 792.712 0.0376681 0.0834445 36.3564 79.1981 
52 1 10 0.022768 116.868 0.269598 0.00132621 614.683 34.6272 0.415449 0.00241218 430.437 0.0318961 0.0193987 31.5074 85.3607 
53 0 9 0.0137522 99.4194 0.239109 0 1056.46 0 0.416877 6.81887e-05 707.483 0.0130743 0.0139652 23.7721 75.6474 
54 0 9 0.0222098 102.104 0.254126 0 935.599 0 0.361592 6.24652e-05 718.973 0.0349308 0.0178757 25.9474 76.1571 
55 0 9 0.0282977 61.3224 0.431551 0 774.066 0 0.35776 6.19598e-05 577.095 0.034843 0.0233288 26.4637 34.8587 
56 0 9 0.0170431 63.0647 0.409435 0 1147.35 0 0.402898 4.66691e-05 861.864 0.0207686 0.0144602 25.8209 37.2438 
57 0 9 0.0278345 62.6289 0.404613 0 1349.37 0 0.368262 4.13114e-05 1072.66 0.0260831 0.0290247 25.3405 37.2885 
58 0 9 0.0262407 63.3472 0.394282 0 1617.03 0 0.379486 3.59762e-05 1346.33 0.0320448 0.0224626 24.9767 38.3706 
59 0 10 0.0303013 64.2912 0.412465 0.000178703 1996.75 0 0.361714 0.00029184 1691.8 0.0352415 0.0268332 26.5178 37.7733 
60 0 10 0.0278809 65.8993 0.416321 0 2023.3 0 0.358369 2.85213e-05 1823.39 0.0305049 0.0260092 27.4352 38.464 
61 0 10 0.0231157 68.3259 0.42367 0.000172299 2184.77 0 0.344432 0.000426477 1972.63 0.0172966 0.0273934 28.9476 39.3783 
62 0 10 0.0210675 69.5071 0.41962 6.99932e-06 2033.27 0 0.357647 5.1778e-05 1879.14 0.0259011 0.0175728 29.1666 40.3405 
63 0 10 0.0198136 70.9049 0.41855 0 2226.06 0 0.344257 2.06416e-05 2013.68 0.0224086 0.0179457 29.6772 41.2277 
64 0 10 0.0355617 72.3745 0.41924 0.000375071 1917.59 0 0.343248 0.00286458 1798.42 0.0292731 0.0401013 30.3423 42.0322 
65 0 10 0.028533 74.7613 0.422762 0 3031.49 0 0.32652 1.47909e-05 2704.47 0.0159791 0.0377274 31.6062 43.1551 
66 0 10 0.0353681 74.9176 0.426944 0.000303344 3018.59 0 0.299568 0.00205549 2884.88 0.0356364 0.0351682 31.9856 42.932 
67 0 10 0.0204906 87.4684 0.415781 0.000922289 2763.06 0 0.333243 0.00722915 2638.8 0.0214868 0.0197816 36.3677 51.1007 
68 0 10 0.042186 95.3279 0.398571 0.000726535 2163.79 0 0.492484 0.00169268 1533.02 0.0337192 0.0477971 37.9949 57.333 
69 1 10 0.0386862 105.717 0.368618 0.00365932 1500.96 17.2545 0.392134 0.0279723 1014.31 0.0477524 0.0333931 38.9691 66.7476 
70 0 9 0.0471932 108.254 0.359479 0 1505.07 0 0.396972 1.1814e-05 1058.45 0.0317617 0.0558539 38.9151 69.339 
71 0 9 0.0140458 117.471 0.350269 0 2206.69 0 0.394025 9.35687e-06 1592.06 0.0174203 0.0122265 41.1465 76.3245 
72 0 9 0.0224 118.453 0.358098 0 2835.85 0 0.340809 8.30191e-06 2091.16 0.0217323 0.0227725 42.4176 76.0351 
73 0 9 0.0175957 122.407 0.360726 0 3227.26 0 0.3483 7.44978e-06 2516.4 0.0255082 0.0131309 44.1555 78.2519 
74 0 9 0.0200338 125.144 0.358768 0 3102.59 0 0.361477 6.91942e-06 2580.82 0.024009 0.0178097 44.8979 80.2466 
75 0 9 0.0216197 128.528 0.362896 0 2485.16 0 0.362715 7.09175e-06 1985.38 0.0203703 0.0223314 46.6422 81.8855 
76 0 10 0.0315325 126.004 0.367163 0.000146153 2441.45 0 0.365418 0.000373978 1802.06 0.0308233 0.031944 46.264 79.7398 
77 0 10 0.0137173 129.804 0.364027 0 3671.32 0 0.380721 4.68755e-06 2850.52 0.020714 0.00971245 47.2523 82.5521 
78 0 10 0.00987786 133.004 0.375433 0.000916716 3191.67 0 0.355768 0.00165507 2746.46 0.010752 0.00935237 49.9341 83.07 
79 0 10 0.0256104 132.522 0.371414 0.000489588 3099.16 0 0.379157 0.000895385 2562.05 0.021319 0.0281461 49.2205 83.3012 
80 0 10 0.025759 137.287 0.367571 0 4176.83 0 0.3939 3.41651e-06 3521.14 0.0175846 0.03051 50.4627 86.8244 
-1 7 560 0.0301187 4746.56 0.420816 0.000689211 76861 76.9248 0.365267 0.00264659 63203.4 0.027949 0.0316952 1997.43 2749.13 
1 0 10 -nan 0 -nan 0.00713651 100 0 -nan inf 0 -nan -nan 0 0 
2 0 10 0.009 11.1111 1 0 73.8654 0 0.555556 0.074745 80.0467 0.009 -nan 11.1111 0 
3 0 10 0.0081 60.8321 0.812497 0 73.8654 0 0.555556 0.0433043 24.3518 0.0081 0.0081 49.4259 11.4062 
4 0 10 0.00751766 77.6616 0.556312 0.00367273 73.8654 0 0.52381 0.0531823 39.1157 0.00756081 0.00746357 43.204 34.4575 
5 0 10 0.0170535 38.6505 0.498329 0.00457534 72.906 0 0.518519 0.0890219 24.1588 0.00907016 0.0249837 19.2607 19.3898 
6 1 10 0.0375044 13.0675 0.774101 0.00308081 45.8493 11.2635 0.623218 0.0475848 12.4769 0.0371012 0.0388862 10.1156 2.95194 
7 0 9 0.0393469 9.37468 0.632906 0 98.1306 0 0.711713 0.00978587 103.368 0.0351413 0.0465979 5.93329 3.44138 
8 0 9 0.0466067 13.2748 0.686336 0.000440701 105 0 0.614958 0.00908365 110.056 0.0481647 0.0431977 9.11096 4.16382 
9 0 9 0.0317412 21.8763 0.790107 0.0370422 85.7853 0 0.650172 0.0312106 63.2405 0.0322065 0.0299894 17.2846 4.5917 
10 0 9 0.0632678 22.0322 0.75943 0 122.383 0 0.709842 0.00548829 180.548 0.0569775 0.083125 16.7319 5.3003 
11 0 9 0.0415286 39.0767 0.855664 1.508e-06 126.375 0 0.621345 0.00577803 142.611 0.0457981 0.0162176 33.4365 5.64016 
12 0 9 0.0415662 52.758 0.720683 0 180.241 0 0.566115 0.00659074 225.555 0.04231 0.0396471 38.0218 14.7362 
13 0 10 0.0192659 56.1617 0.759577 0.00253141 140.96 0 0.533494 0.00654612 146.837 0.0223234 0.00960622 42.6592 13.5025 
14 0 10 0.0295032 72.5611 0.716598 0.0128365 108.051 0 0.567813 0.0125177 67.5863 0.0288382 0.0311849 51.9971 20.5639 
15 1 10 0.0246427 1.21377 0.246212 0.00506429 97.3886 0 0.699171 0.0302472 119.833 0.0161913 0.0274032 0.298846 0.914928 
16 1 9 0.0604587 3.95747 0.762475 0.0058508 89.1475 0 0.629022 0.0257916 148.991 0.0437094 0.114225 3.01747 0.94 
17 0 8 0.0491846 8.13005 0.827823 0.0302601 69.3529 0 0.582932 0.0525707 91.4863 0.0239567 0.170481 6.73025 1.3998 
18 1 8 0.0519259 10.9381 0.868017 0 89.9735 0.907965 0.676792 0.00191928 147.224 0.0396113 0.132916 9.49443 1.44363 
19 0 7 0.0377046 22.1355 0.657695 0.00647748 85.5376 0 0.687137 0.00353518 170.786 0.0395553 0.0341488 14.5584 7.5771 
20 0 7 0.0515489 24.2345 0.716992 0 59.4307 0 0.57303 0.00162159 85.4889 0.048703 0.0587591 17.376 6.85855 
21 0 7 0.0380093 27.6742 0.575032 0.000737918 186.836 0 0.496867 0.00247455 247.226 0.0378555 0.0382174 15.9136 11.7606 
22 0 8 0.0269124 51.4571 0.618059 8.18334e-05 199.161 0 0.450378 0.00130631 333.987 0.0248885 0.0301876 31.8035 19.6536 
23 0 9 0.0321623 68.8022 0.680767 0 218.236 0 0.402657 0.00108853 343.555 0.0311675 0.0342838 46.8383 21.9639 
24 0 9 0.0458862 76.8145 0.726667 0.000414056 273.698 0 0.531315 0.00134368 502.183 0.0469577 0.0430377 55.8186 20.996 
25 0 10 0.0333857 100.54 0.692462 0 321.056 0 0.484978 0.000816979 570.267 0.0337083 0.0326594 69.6204 30.92 
26 0 10 0.0213786 93.7009 0.704419 0 484.634 0 0.439745 0.000626267 889.281 0.0229931 0.017531 66.0047 27.6962 
27 0 10 0.0213583 145.886 0.795874 0.000464702 503.145 0 0.472013 0.00089969 1053.53 0.0233355 0.0136494 116.107 29.7792 
28 0 10 0.0368979 202.71 0.728505 0 641.431 0 0.497757 0.000523505 1366 0.0426778 0.0213886 147.675 55.0348 
29 0 10 0.0184295 215.016 0.799148 0 739.259 0 0.492592 0.000459953 1611.65 0.0127572 0.0409984 171.83 43.1865 
30 0 10 0.0350505 257.649 0.747473 0.029639 595.852 0 0.595075 0.0123787 1082.71 0.0366616 0.0302817 192.586 65.0633 
31 0 10 0.0527442 320.463 0.555809 0 770.454 0 0.583953 0.000407141 1464.39 0.027979 0.0837324 178.116 142.347 
32 0 10 0.0208707 342.303 0.661978 0 716.727 0 0.535537 0.000355937 1308.02 0.0179868 0.0265186 226.597 115.706 
33 0 10 0.0271897 386.917 0.692947 0 1059.75 0 0.52276 0.000304702 2040.92 0.0223062 0.0382108 268.113 118.804 
34 0 10 0.0275057 430.054 0.691947 0 1132.27 0 0.534334 0.00028101 2298.72 0.0293198 0.0234309 297.574 132.479 
35 0 10 0.0179223 617.649 0.719219 0 1305.28 0 0.474399 0.000249839 2790.86 0.0143361 0.0271083 444.225 173.424 
36 0 10 0.0253074 608.365 0.753128 0.0300454 979.991 0 0.629145 0.00997238 1942.45 0.0242776 0.0284491 458.176 150.188 
37 1 10 0.0369462 626.172 0.582564 0.0251659 548.857 49.4238 0.555465 0.00487995 1074.66 0.0185884 0.062566 364.785 261.386 
38 0 9 0.0794986 519.431 0.475193 0 647.32 0 0.425515 0.000269633 1392.88 0.034541 0.120206 246.83 272.601 
