1 0 10 -nan 0 -nan 0 100 0 -nan inf 0 -nan -nan 0 0 
2 0 10 -nan 0 -nan 0 98.3457 0 -nan inf 0 -nan -nan 0 0 
3 0 10 -nan 0 -nan 0 98.3457 0 -nan inf 0 -nan -nan 0 0 
4 0 10 -nan 0 -nan 0 98.3457 0 -nan inf 0 -nan -nan 0 0 
5 0 10 -nan 0 -nan 0 121.628 0 -nan inf 0 -nan -nan 0 0 
6 0 10 -nan 0 -nan 0 165.901 0 -nan inf 0 -nan -nan 0 0 
7 0 10 0.00531441 7.61164 1 0 151.5 0 -nan inf 0 0.00531441 -nan 7.61164 0 
8 0 10 0.00486244 36.8673 0.808656 0 119.903 0 0.733333 0.0268851 33.5775 0.00485383 0.00489885 29.813 7.05432 
9 0 10 0.00454417 48.7604 0.649718 0.0185122 83.248 0 0.733333 0.0637407 30.8281 0.00462993 0.0043851 31.6805 17.0799 
10 0 10 0.0328553 15.7324 0.322718 0.00490322 65.2052 0 0.490304 0.0279594 48.4427 0.00531441 0.0459783 5.07715 10.6553 
11 1 10 0.07 14.14 0.553051 0 55.336 0 0.509706 0.00527888 72.1184 0.07 0.07 7.82013 6.31985 
12 0 9 0.0677283 16.2599 0.558855 0 50.0507 0 0.455504 0.00468065 50.3661 0.0677939 0.0676452 9.0869 7.17295 
13 0 9 0.0432677 13.3299 0.598164 0 80.9864 0 0.530079 0.00376835 94.7417 0.0561142 0.0241447 7.97346 5.35643 
14 0 9 0.0664199 16.7272 0.723326 0 101.579 0 0.481739 0.00362468 109.242 0.066452 0.066336 12.0992 4.62799 
15 0 9 0.0656513 18.1177 0.753061 0 103.872 0 0.510061 0.0031294 118.282 0.0652964 0.0667334 13.6437 4.47397 
16 0 9 0.0296438 21.4229 0.767051 0 87.6008 0 0.485772 0.00291659 89.3353 0.0286041 0.0330672 16.4324 4.99043 
17 0 9 0.057432 25.8808 0.747302 0 93.4132 0 0.504389 0.00299305 99.749 0.0573829 0.0575772 19.3408 6.54002 
18 0 10 0.0566845 39.5161 0.757823 0 102.694 0 0.499598 0.00303359 100.349 0.0581056 0.0522376 29.9462 9.56989 
19 0 10 0.05978 48.1665 0.678931 5.25646e-06 78.8871 0 0.527343 0.00257261 77.9312 0.0594859 0.0604021 32.7018 15.4648 
