1 0 10 -nan 0 -nan 0 100 0 -nan inf 0 -nan -nan 0 0 2.9998
42 0 9 0.0228054 20.5942 0.576757 0 36.1205 0 0.642632 0.000357862 37.7376 0.0261985 0.0181816 11.8778 8.71633 2.9998
43 0 9 0.0299646 20.0413 0.538446 0 33.2533 0 0.575286 0.000321077 40.4607 0.028808 0.0313139 10.7911 9.25014 2.9998
44 0 9 0.0334191 16.9914 0.54193 0 30.2147 0 0.596741 0.000283916 32.2113 0.032092 0.0349893 9.20813 7.78324 2.9998
45 0 9 0.028495 17.9168 0.546309 0.00137544 25.7742 0 0.586952 0.00393873 27.4278 0.0308515 0.0256573 9.78811 8.12867 2.99953
46 0 9 0.0550386 15.0146 0.65437 0 54.9438 0 0.493219 0.000227712 71.567 0.0328069 0.0971291 9.82507 5.18948 2.9998
47 0 10 0.0188914 19.4594 0.622046 0.000360888 59.8573 0 0.515916 0.00185874 61.9358 0.0203231 0.0165351 12.1046 7.35476 2.99975
48 0 10 0.0395145 23.8903 0.682627 0.000193859 55.3169 0 0.520911 0.00216507 67.6224 0.0352023 0.0487894 16.3082 7.58215 2.99977
49 1 10 0.0246555 21.9205 0.729951 0 41.5713 4.73589 0.566776 0.00017823 43.18 0.0277067 0.0164081 16.0009 5.91959 2.9998
50 0 9 0.0350805 18.7302 0.79721 0 34.7689 0 0.559393 0.0001455 38.2074 0.0367133 0.0286615 14.9319 3.7983 2.9998
51 0 9 0.0290354 18.5711 0.808324 0 37.0761 0 0.581508 0.000143478 39.7216 0.0290877 0.0288148 15.0114 3.55963 2.9998
52 0 9 0.025835 20.5383 0.750436 0 49.9453 0 0.559111 0.000126741 58.285 0.0252608 0.0275619 15.4126 5.12561 2.9998
53 0 9 0.0279666 26.5416 0.792658 0 39.5164 0 0.620815 0.000127018 43.8697 0.0286632 0.0253038 21.0384 5.50319 2.9998
54 0 9 0.0366571 21.6132 0.758163 0 42.8607 0 0.575422 0.000113847 54.6412 0.036617 0.0367826 16.3863 5.22687 2.9998
55 0 9 0.0226552 22.5628 0.661572 0 48.3116 0 0.51082 9.36911e-05 47.0378 0.0258225 0.0164636 14.9269 7.63587 2.9998
56 0 10 0.0267121 20.1675 0.626216 0 63.0294 0 0.474872 8.91505e-05 75.11 0.027677 0.0250955 12.6292 7.53828 2.9998
57 0 10 0.0335261 25.628 0.716743 0 59.6668 0 0.543274 8.45893e-05 66.9147 0.0353899 0.0288099 18.3687 7.25931 2.9998
58 0 10 0.0210649 29.1607 0.699716 0 49.391 0 0.538943 7.4832e-05 48.6201 0.021519 0.0200066 20.4042 8.75649 2.9998
59 0 10 0.0249518 33.9522 0.691879 0 73.3027 0 0.414398 6.4383e-05 88.8655 0.0229801 0.0293792 23.4908 10.4614 2.9998
60 0 10 0.0361875 44.6126 0.667842 0 72.3216 0 0.498712 6.7341e-05 85.4809 0.0369151 0.0347246 29.7942 14.8185 2.9998
61 0 10 0.0360062 44.8834 0.621804 0 67.2473 0 0.463744 5.84374e-05 78.086 0.0387641 0.0314721 27.9086 16.9747 2.9998
62 0 10 0.0209422 48.2709 0.692476 0 94.2899 0 0.42182 5.00822e-05 110.822 0.0178312 0.0279473 33.4265 14.8445 2.9998
63 0 10 0.0252927 58.1553 0.693025 0 89.0256 0 0.471873 4.69382e-05 91.4857 0.0263257 0.0229607 40.303 17.8522 2.9998
64 0 10 0.0251787 60.0343 0.658933 0 86.3596 0 0.40668 4.25949e-05 112.246 0.0261441 0.0233137 39.5586 20.4757 2.9998
65 0 10 0.0269315 60.7739 0.700166 0.000292048 64.7101 0 0.484045 7.49884e-05 54.1899 0.0279242 0.0246134 42.5518 18.2221 2.99976
66 0 10 0.0315389 43.3063 0.545952 0 59.4197 0 0.590869 3.95054e-05 81.4735 0.033671 0.0289752 23.6431 19.6631 2.9998
67 0 10 0.0383319 48.7436 0.607093 0 64.7749 0 0.490365 3.79839e-05 93.3529 0.0383638 0.0382827 29.5919 19.1517 2.9998
68 0 10 0.0330045 42.3622 0.609218 0 53.6538 0 0.486424 3.41279e-05 53.4171 0.0343777 0.0308637 25.8078 16.5544 2.9998
69 0 10 0.0301147 33.2096 0.591182 0 55.6318 0 0.551923 2.70296e-05 78.6271 0.0328359 0.0261797 19.6329 13.5767 2.9998
70 0 10 0.019102 41.2547 0.57002 0 50.5781 0 0.54409 2.96817e-05 47.9679 0.018833 0.0194585 23.516 17.7387 2.9998
71 0 10 0.0209453 32.3843 0.605104 0 52.515 0 0.510638 2.72873e-05 61.7484 0.0205932 0.0214849 19.5959 12.7884 2.9998
72 0 10 0.0162344 33.7733 0.641026 0 70.3779 0 0.509222 2.23459e-05 72.0234 0.0156789 0.0172263 21.6496 12.1237 2.9998
73 0 10 0.0325967 46.0043 0.665711 0 64.9884 0 0.513411 1.86107e-05 80.2273 0.0367218 0.0243818 30.6256 15.3787 2.9998
74 0 10 0.0220293 43.8258 0.70261 0 75.9499 0 0.535196 2.14354e-05 87.4394 0.0234251 0.0187315 30.7925 13.0333 2.9998
75 0 10 0.0125603 53.3 0.751649 0 102.995 0 0.555493 1.60433e-05 121.027 0.0132531 0.0104636 40.0628 13.2371 2.9998
76 0 10 0.0340689 63.6788 0.731037 0 114.471 0 0.53656 1.65454e-05 141.932 0.0362637 0.0281034 46.5516 17.1273 2.9998
77 0 10 0.025027 75.6614 0.683915 0 89.9021 0 0.543854 1.4529e-05 114.379 0.0261099 0.0226839 51.746 23.9155 2.9998
78 0 10 0.0270016 71.3112 0.692073 0 124.647 0 0.573596 1.64169e-05 156.52 0.028748 0.0230766 49.3526 21.9587 2.9998
79 0 10 0.0207134 78.7402 0.712375 0 115.448 0 0.52002 1.21874e-05 124.442 0.0218263 0.017957 56.0925 22.6477 2.9998
80 0 10 0.0319571 74.048 0.650337 0 108.503 0 0.517731 1.12423e-05 142.109 0.0345662 0.0271044 48.1561 25.8919 2.9998
-1 5 770 0.0298055 3990.37 0.658153 2.7782e-05 6866.86 34.1175 0.484341 0.00256287 7786.17 0.0302501 0.0289495 2626.28 1364.1 2.9998
1 0 10 -nan 0 -nan 0 100 0 -nan inf 0 -nan -nan 0 0 2.9998
2 0 10 -nan 0 -nan 0 72.2327 0 -nan inf 0 -nan -nan 0 0 2.9998
3 0 10 -nan 0 -nan 0 72.2327 0 -nan inf 0 -nan -nan 0 0 2.9998
4 0 10 0.00729 2.29439 1 0 72.2327 0 -nan inf 0 0.00729 -nan 2.29439 0 2.9998
5 0 10 0.006561 13.8716 0.932658 0 65.8495 0 0.555556 0.0260157 25.1442 0.006561 0.006561 12.9375 0.934137 2.9998
6 0 10 0.00611675 32.9033 0.774451 7.85081e-07 53.2572 0 0.555556 0.0219746 21.5057 0.00607945 0.00624483 25.482 7.42131 2.9998
7 0 10 0.00571683 30.7528 0.514431 0 47.0041 0 0.546212 0.0116367 35.7325 0.00594622 0.00547381 15.8202 14.9326 2.9998
8 0 10 0.0366093 19.5918 0.797409 0 42.764 0 0.544147 0.00794614 47.0632 0.0367064 0.0362271 15.6227 3.96912 2.9998
9 0 10 0.0197394 18.537 0.739085 0 39.2735 0 0.609287 0.00858944 28.0926 0.0200284 0.0189209 13.7004 4.83659 2.9998
10 0 10 0.0355943 13.438 0.824621 0 41.4123 0 0.539749 0.00568224 51.9007 0.035548 0.035812 11.0813 2.35674 2.9998
11 0 10 0.0355985 16.2205 0.83232 0 50.2622 0 0.496289 0.00531123 54.0546 0.0356364 0.0354107 13.5007 2.71986 2.9998
12 0 10 0.0275008 19.4696 0.809843 6.96703e-06 40.5028 0 0.568685 0.00697629 20.0182 0.0287528 0.0221687 15.7673 3.70226 2.9998
13 0 10 0.0355454 15.2174 0.812089 0 40.4274 0 0.519914 0.00466217 35.1472 0.0354902 0.035784 12.3579 2.85953 2.9998
14 0 10 0.0339126 25.4705 0.582046 0 38.7529 0 0.534177 0.00371565 46.0464 0.0346778 0.0328469 14.825 10.6455 2.9998
15 0 10 0.0361347 17.7614 0.811627 0 37.9561 0 0.573589 0.00273893 63.7841 0.0362034 0.0358386 14.4156 3.34577 2.9998
16 0 10 0.0354561 18.6866 0.731575 0 46.0858 0 0.559245 0.00284692 63.755 0.0369087 0.031497 13.6707 5.01594 2.9998
17 0 10 0.0314841 21.438 0.687426 0 39.8797 0 0.547942 0.00274988 46.2197 0.0288451 0.0372881 14.737 6.70097 2.9998
18 0 10 0.0342753 25.6663 0.706181 1.08382e-07 34.3139 0 0.575964 0.00251035 41.4954 0.0358557 0.030477 18.1251 7.54124 2.9998
19 0 10 0.0389518 22.9393 0.730385 0 40.4968 0 0.577576 0.00220594 51.293 0.0407638 0.0340432 16.7545 6.18478 2.9998
20 0 10 0.0364474 21.8847 0.648441 0 39.2405 0 0.54973 0.00218541 43.1623 0.0373147 0.0348476 14.1909 7.69375 2.9998
21 0 10 0.0294855 25.0812 0.646827 0.000133746 36.6427 0 0.583946 0.00214757 44.136 0.0293654 0.0297056 16.2232 8.858 2.99978
22 1 10 0.0297942 14.0405 0.725434 0 29.0833 0.833583 0.694162 0.00160606 32.2616 0.0299939 0.0292667 10.1855 3.85504 2.9998
23 0 9 0.031226 7.84592 0.657199 0 27.5439 0 0.672826 0.00173543 25.6293 0.0329141 0.0279898 5.15633 2.68959 2.9998
24 0 9 0.0312873 8.85114 0.637186 0 29.2373 0 0.698412 0.00155231 30.9831 0.0334076 0.0275636 5.63982 3.21132 2.9998
25 0 9 0.0323641 9.67208 0.6343 0 30.7569 0 0.685033 0.00139352 34.4675 0.0333527 0.0306494 6.135 3.53707 2.9998
26 0 9 0.0292038 12.109 0.759411 0 25.1881 0 0.671017 0.00109581 21.0962 0.0298662 0.0271131 9.19574 2.9133 2.9998
27 0 9 0.0353434 10.3647 0.759211 0 22.7027 0 0.663601 0.00102511 24.1046 0.035942 0.0334559 7.869 2.49571 2.9998
28 0 9 0.0316041 8.20587 0.724977 0 41.9047 0 0.571767 0.000984166 52.8045 0.0349142 0.0228787 5.94907 2.2568 2.9998
29 0 10 0.022183 9.1928 0.707687 0 49.2821 0 0.514896 0.000798937 56.614 0.023223 0.0196653 6.50562 2.68718 2.9998
30 0 10 0.0301208 15.5199 0.824117 0 42.8545 0 0.609405 0.000774693 60.1831 0.0313434 0.0243925 12.7902 2.72969 2.9998
31 0 10 0.0359914 16.876 0.796027 0 63.9135 0 0.561551 0.000607315 99.5513 0.0385367 0.0260582 13.4337 3.44224 2.9998
32 0 10 0.0323881 18.4695 0.78601 0 68.7264 0 0.544761 0.000585315 97.0759 0.0337351 0.0274404 14.5172 3.9523 2.9998
33 0 10 0.0165194 21.8977 0.765719 0 60.4599 0 0.528743 0.000529458 68.3282 0.0174028 0.0136321 16.7675 5.13022 2.9998
34 0 10 0.0309757 27.7978 0.747589 0 74.607 0 0.596201 0.000497525 119.24 0.0322111 0.0273169 20.7814 7.01648 2.9998
35 0 10 0.0381704 30.0345 0.791564 0 62.5128 0 0.565087 0.000466516 70.1314 0.0386038 0.0365248 23.7743 6.26027 2.9998
36 0 10 0.0305011 26.3967 0.64643 0 68.736 0 0.536166 0.000398328 93.3234 0.0298613 0.031671 17.0636 9.33309 2.9998
37 0 10 0.01449 27.538 0.717329 0 62.6661 0 0.577082 0.000373108 65.2383 0.0158106 0.0111389 19.7538 7.78418 2.9998
38 0 10 0.0276522 27.2243 0.802653 0 47.3775 0 0.65809 0.000335208 57.7688 0.0268734 0.03082 21.8517 5.37262 2.9998
39 1 10 0.0399717 22.8352 0.528263 0 43.5296 2.91025 0.518012 0.000335439 66.3244 0.038731 0.0413611 12.063 10.7722 2.9998
40 0 9 0.0167625 23.4483 0.573119 0 40.8428 0 0.593365 0.000301369 39.7193 0.0241954 0.00678338 13.4387 10.0096 2.9998
41 0 9 0.0271344 27.2521 0.549276 0.00515309 32.0784 0 0.523354 0.00157183 33.2466 0.0238193 0.0311745 14.9689 12.2832 2.99526
42 0 9 0.0316775 20.4346 0.612229 0 32.9195 0 0.562419 0.000244436 47.8088 0.0246506 0.0427718 12.5107 7.92397 2.9998
43 0 9 0.0316692 20.3894 0.578804 0 33.4904 0 0.61624 0.000217996 30.4978 0.0332672 0.0294732 11.8015 8.58796 2.9998
44 0 9 0.0326284 14.1366 0.664279 0 33.0907 0 0.551024 0.000213995 36.7983 0.0360481 0.025862 9.39068 4.74596 2.9998
45 0 9 0.0318618 15.245 0.626728 0.000212416 36.327 0 0.60899 0.0021248 34.1011 0.0296329 0.0356041 9.55446 5.69052 2.99977
46 1 10 0.0269796 11.9919 0.615266 0.00247522 28.6854 0.795526 0.684013 0.00177351 22.1591 0.0313867 0.0199316 7.37822 4.6137 2.99908
47 2 9 0.0292666 6.52783 0.547963 0 23.651 1.34168 0.62936 0.000314036 8.97348 0.0297264 0.0287093 3.57701 2.95082 2.9998
48 0 7 0.0287483 4.12968 0.611239 0 30.7865 0 0.742864 0.000191437 22.6463 0.0281656 0.0296645 2.52423 1.60546 2.9998
49 0 7 0.0394164 4.8572 0.616686 0 29.2687 0 0.718858 0.000181389 21.9173 0.0413039 0.0363796 2.99537 1.86184 2.9998
50 0 7 0.0325506 5.7218 0.671471 0 25.8134 0 0.727775 0.000193418 14.295 0.033877 0.0298396 3.84202 1.87978 2.9998
51 0 7 0.0249824 7.0652 0.707117 0 20.4464 0 0.687511 0.000132587 15.5932 0.0223656 0.0313001 4.99592 2.06928 2.9998
52 0 7 0.026868 6.20215 0.65523 0 28.5516 0 0.452154 0.000102326 28.1428 0.0289995 0.0228172 4.06383 2.13831 2.9998
53 0 8 0.0296599 7.10305 0.55672 0 54.3715 0 0.536624 7.74237e-05 67.0305 0.0269685 0.0330401 3.95441 3.14864 2.9998
54 0 10 0.0195407 12.7089 0.698636 0 53.2599 0 0.609152 6.6709e-05 74.0103 0.0193284 0.0200328 8.8789 3.83 2.9998
55 0 10 0.0328881 20.1243 0.636257 0 43.2219 0 0.593385 7.39334e-05 64.488 0.03405 0.0308555 12.8042 7.32007 2.9998
56 0 10 0.014748 23.6349 0.636356 0 34.6331 0 0.567048 8.29277e-05 17.3993 0.015523 0.0133916 15.0402 8.59469 2.9998
57 2 10 0.0316701 8.49046 0.686363 0 44.4815 2.47343 0.659589 4.67324e-05 66.6404 0.0340659 0.0264272 5.82754 2.66292 2.9998
58 0 8 0.0227851 15.7784 0.639593 0 39.8295 0 0.644219 3.9464e-05 61.1791 0.0205265 0.0267932 10.0918 5.68665 2.9998
59 0 8 0.0278552 10.8273 0.501409 0 31.8139 0 0.563713 3.99665e-05 34.0291 0.016534 0.0392405 5.42892 5.39841 2.9998
60 0 8 0.0277128 14.7093 0.750203 0 29.5789 0 0.551671 2.98778e-05 39.5656 0.0296062 0.0220263 11.035 3.67434 2.9998
61 0 8 0.0316186 11.7956 0.67803 0 21.7781 0 0.655609 3.02544e-05 31.8996 0.0292858 0.0365311 7.99778 3.79783 2.9998
62 1 8 0.034515 8.50187 0.724317 0 19.0187 0.730898 0.597827 2.88311e-05 24.1911 0.0370873 0.0277567 6.15805 2.34382 2.9998
63 0 7 0.0290014 6.4743 0.414056 0 37.8884 0 0.585072 3.2629e-05 37.9188 0.0317929 0.0270288 2.68072 3.79358 2.9998
64 0 9 0.0170982 8.5027 0.588172 0 35.6893 0 0.591405 2.75989e-05 23.1786 0.0190487 0.0143125 5.00104 3.50165 2.9998
65 0 9 0.0354417 9.47773 0.704778 0.000553818 29.9237 0 0.543707 0.000458871 10.586 0.0399044 0.0247879 6.67969 2.79804 2.99972
66 0 9 0.0275064 5.2079 0.610083 0 32.3884 0 0.614854 2.95014e-05 33.7544 0.0262149 0.0295273 3.17725 2.03065 2.9998
67 0 9 0.0349959 4.69688 0.468628 0 30.4765 0 0.620121 2.55905e-05 24.1846 0.0352209 0.0347974 2.20109 2.49579 2.9998
68 0 9 0.0269503 5.19732 0.558085 0 48.0986 0 0.512896 2.43926e-05 47.2282 0.0288605 0.0245379 2.90055 2.29677 2.9998
69 0 10 0.0286249 5.15175 0.566665 0 46.0529 0 0.501442 2.22593e-05 44.9779 0.0224755 0.0366664 2.91932 2.23243 2.9998
70 0 10 0.0274464 8.43026 0.617839 0 44.6957 0 0.505275 2.03133e-05 42.2238 0.0254149 0.0307308 5.20854 3.22172 2.9998
71 0 10 0.023692 14.8058 0.76224 3.3411e-06 36.0552 0 0.472087 1.96099e-05 19.4758 0.0252096 0.0188267 11.2855 3.52022 2.9998
72 0 10 0.0216947 8.23847 0.636534 0 27.2084 0 0.489893 1.68041e-05 27.9215 0.024288 0.0171531 5.24406 2.99441 2.9998
73 0 10 0.0292697 7.98321 0.581137 0 24.2018 0 0.471961 1.48256e-05 10.6333 0.0300599 0.0281734 4.63934 3.34387 2.9998
74 0 10 0.0147872 6.63624 0.617671 0.000321836 21.4026 0 0.478235 0.000479824 18.4647 0.0179209 0.00972461 4.09901 2.53723 2.99976
75 0 10 0.0296018 5.24525 0.60195 0 52.1652 0 0.485807 1.50205e-05 45.2884 0.0283546 0.0314877 3.15738 2.08787 2.9998
76 0 10 0.0166 5.71167 0.628388 0 64.3816 0 0.468902 1.18658e-05 61.9272 0.0207847 0.00952389 3.58914 2.12253 2.9998
77 0 10 0.0322901 6.06535 0.639452 0 70.0267 0 0.437594 1.05724e-05 73.4762 0.0316672 0.0333949 3.8785 2.18685 2.9998
78 0 10 0.0200768 6.89737 0.583369 0 65.0846 0 0.450172 9.65707e-06 65.4456 0.0187786 0.0218945 4.02371 2.87366 2.9998
79 0 10 0.0394137 6.71308 0.59826 0 89.3586 0 0.456162 8.38412e-06 91.1511 0.0400489 0.0384677 4.01617 2.69691 2.9998
80 0 10 0.0326232 17.3323 0.716859 0 84.3677 0 0.437721 7.49747e-06 95.2238 0.0326754 0.0324912 12.4248 4.90749 2.9998
-1 8 752 0.0279348 1115.94 0.686706 7.77451e-05 3509.31 9.08537 0.560264 0.003302 3403.07 0.0284357 0.026837 766.323 349.617 2.99975
1 0 10 -nan 0 -nan 0 100 0 -nan inf 0 -nan -nan 0 0 2.9998
2 0 10 -nan 0 -nan 0 97.9711 0 -nan inf 0 -nan -nan 0 0 2.9998
3 0 10 -nan 0 -nan 0 97.9711 0 -nan inf 0 -nan -nan 0 0 2.9998
4 0 10 -nan 0 -nan 0 97.9711 0 0.555556 0.0290604 38.472 -nan -nan 0 0 2.9998
5 0 10 0.006561 6.23885 1 0 119.523 0 0.666667 0.0230483 54.0106 0.006561 -nan 6.23885 0 2.9998
6 0 10 0.0059049 12.1646 1 0 98.1091 0 0.721493 0.0587131 15.2986 0.0059049 -nan 12.1646 0 2.9998
7 0 10 0.00591658 30.1976 0.776223 0 97.0861 0 0.518519 0.060053 13.4453 0.00591658 0.00591658 23.44 6.75753 2.9998
8 0 10 0.00568876 48.6384 0.772486 0.00746658 60.4871 0 -nan inf 0 0.00585088 0.00513832 37.5725 11.0659 2.98052
9 0 10 0.00928562 19.8388 0.579137 0 55.035 0 0.510272 0.00729234 45.4022 0.00661801 0.0129564 11.4894 8.34941 2.9998
10 0 10 0.0242752 18.3804 0.486446 3.92837e-06 45.254 0 0.542633 0.00758428 31.539 0.0247681 0.0238082 8.94107 9.43933 2.9998
11 0 10 0.0342598 14.8026 0.450013 0.00610548 33.6551 0 0.51685 0.00588788 30.2165 0.0351583 0.0335246 6.66137 8.14124 2.99151
12 1 10 0.0587347 4.84609 0.0595596 0 26.1811 0.20215 0.562949 0.00511904 35.1023 0.0218283 0.0610721 0.288631 4.55745 2.9998
13 0 9 0.0367248 9.00657 0.53815 0 26.0763 0 0.688157 0.00452706 29.7242 0.0368765 0.0365481 4.84689 4.15968 2.9998
14 0 9 0.0270416 7.19707 0.367158 0 54.405 0 0.559814 0.00341249 61.5636 0.0397502 0.0196683 2.64246 4.5546 2.9998
15 0 9 0.0508407 13.5368 0.653337 0 57.4445 0 0.526569 0.00343746 58.5579 0.0521935 0.0482911 8.84411 4.69272 2.9998
16 0 9 0.034334 14.7568 0.684406 0 51.3024 0 0.506526 0.00286743 55.6507 0.0331129 0.0369822 10.0996 4.65714 2.9998
17 0 9 0.0380187 18.895 0.690764 0 63.1195 0 0.497088 0.00256259 77.5124 0.0395468 0.0346054 13.052 5.84302 2.9998
18 0 9 0.0392251 19.8943 0.655711 0 65.4049 0 0.397793 0.00248338 72.8983 0.0422019 0.0335556 13.0449 6.8494 2.9998
19 0 10 0.0178247 23.2076 0.663118 0 77.2247 0 0.40869 0.0021558 93.4977 0.0190915 0.0153311 15.3894 7.81824 2.9998
20 0 10 0.037127 28.9822 0.643608 0 78.121 0 0.438322 0.00184403 104.126 0.0372506 0.0369038 18.6532 10.329 2.9998
21 0 10 0.0416327 35.6353 0.652187 0 75.2854 0 0.460221 0.00178954 91.5778 0.03898 0.0466068 23.2409 12.3944 2.9998
22 0 10 0.0267094 45.8337 0.516101 2.88165e-09 59.8883 0 0.488127 0.00208339 49.1891 0.0282439 0.0250728 23.6548 22.1789 2.9998
23 0 10 0.0289473 44.3634 0.580531 0 62.9079 0 0.511273 0.00161349 72.5047 0.0270373 0.0315906 25.7543 18.6091 2.9998
24 0 10 0.0336443 54.7689 0.577016 0 74.2832 0 0.489601 0.00135172 109.882 0.0330339 0.0344771 31.6025 23.1664 2.9998
25 0 10 0.0203181 54.253 0.532059 0 74.4677 0 0.467496 0.0013304 74.9555 0.0241522 0.0159587 28.8658 25.3872 2.9998
26 0 10 0.0338452 59.6158 0.483196 0 87.8089 0 0.500574 0.00105111 125.981 0.0321979 0.0353854 28.8061 30.8097 2.9998
27 0 10 0.0338781 56.9674 0.38732 0 75.0293 0 0.467819 0.000976338 100.864 0.0336453 0.0340253 22.0646 34.9028 2.9998
28 0 10 0.0258828 58.6355 0.418567 0 76.1915 0 0.494623 0.000852328 97.3294 0.0210618 0.0293534 24.5429 34.0926 2.9998
29 0 10 0.0325554 53.235 0.340799 0 62.9765 0 0.472651 0.000788387 85.0901 0.0343889 0.0316075 18.1424 35.0925 2.9998
30 0 10 0.0243027 48.6554 0.354114 0 80.1306 0 0.420504 0.000722585 98.5952 0.0267657 0.0229524 17.2296 31.4258 2.9998
31 0 10 0.0246948 52.6281 0.390159 0 74.14 0 0.500594 0.000869388 65.427 0.0232699 0.0256065 20.5333 32.0947 2.9998
32 0 10 0.0171251 56.2386 0.383679 0 75.0796 0 0.533159 0.000914917 55.5325 0.0215722 0.0143566 21.5776 34.661 2.9998
33 0 10 0.0250109 49.354 0.483404 0 68.7983 0 0.478065 0.000598394 109.868 0.024863 0.0251492 23.8579 25.4961 2.9998
34 0 10 0.0243563 48.0126 0.383231 0 59.1836 0 0.46528 0.000781273 43.3166 0.0229797 0.0252116 18.3999 29.6127 2.9998
35 0 10 0.0273979 43.6742 0.496358 0 54.6645 0 0.459248 0.000630354 62.7744 0.0293885 0.025436 21.6781 21.9962 2.9998
36 0 10 0.0262386 24.9756 0.50037 0 46.1802 0 0.380541 0.000501996 48.0478 0.0259862 0.0264914 12.497 12.4785 2.9998
37 0 10 0.0347956 29.4013 0.578851 0 70.7953 0 0.374483 0.000480689 92.4193 0.036826 0.0320047 17.019 12.3823 2.9998
38 0 10 0.0252437 30.1919 0.614211 0 80.5516 0 0.400315 0.000395301 92.3789 0.0278874 0.0210346 18.5442 11.6477 2.9998
39 0 10 0.0323837 35.9316 0.613521 0 81.9182 0 0.417806 0.000375387 112.643 0.0315423 0.0337195 22.0448 13.8868 2.9998
40 0 10 0.0249464 40.3215 0.598023 0 75.2306 0 0.434256 0.000347244 77.9935 0.0229947 0.02785 24.1132 16.2083 2.9998
41 0 10 0.0240297 48.7138 0.636269 0 85.3368 0 0.429409 0.000344263 116.768 0.0251359 0.0220945 30.9951 17.7187 2.9998
42 0 10 0.0216236 51.699 0.611007 0 80.9845 0 0.405865 0.000300981 87.0471 0.0204467 0.0234722 31.5884 20.1106 2.9998
43 0 10 0.0237595 54.2903 0.629834 0 95.777 0 0.448814 0.00028016 129.772 0.0225356 0.025842 34.1939 20.0964 2.9998
44 0 10 0.0345328 68.7724 0.631578 0 102.29 0 0.461465 0.000229426 149.051 0.0365051 0.0311516 43.4351 25.3373 2.9998
45 0 10 0.0395176 80.0571 0.668893 0 80.252 0 0.45377 0.000251592 125.047 0.0403641 0.0378076 53.5496 26.5075 2.9998
46 0 10 0.0318811 88.8037 0.505457 0 82.0078 0 0.427452 0.000195225 123.408 0.0342926 0.0294164 44.8865 43.9173 2.9998
47 0 10 0.0284175 79.2415 0.577452 0 80.5175 0 0.456293 0.000221776 116.65 0.0277162 0.029376 45.7582 33.4833 2.9998
48 0 10 0.0282451 69.2677 0.452829 0 86.3952 0 0.410711 0.000178022 104.749 0.0307403 0.0261801 31.3664 37.9013 2.9998
49 0 10 0.0279183 60.6631 0.587919 0 72.6532 0 0.49161 0.000169074 101.931 0.027921 0.0279144 35.665 24.9981 2.9998
50 0 10 0.0335307 62.075 0.548718 0 72.669 0 0.488536 0.000154729 100.686 0.0315271 0.0359669 34.0616 28.0133 2.9998
51 0 10 0.0256685 57.9688 0.538559 0 62.192 0 0.487505 0.000166487 64.4351 0.0290209 0.0217557 31.2196 26.7492 2.9998
52 0 10 0.0348071 43.3258 0.60804 0.00153855 47.4432 0 0.581873 0.000717426 65.4595 0.0376386 0.0304148 26.3438 16.982 2.99949
53 0 10 0.0279558 49.33 0.564924 0 46.2779 0 0.558998 0.000132845 51.4792 0.0294137 0.0260628 27.8677 21.4623 2.9998
54 0 10 0.0335943 38.0479 0.604469 0 51.3294 0 0.562125 0.000139765 74.9664 0.0344059 0.032354 22.9987 15.0491 2.9998
55 0 10 0.0160964 41.1917 0.590852 0 52.7739 0 0.556474 0.000105416 52.054 0.0200893 0.0103302 24.3382 16.8535 2.9998
56 0 10 0.0298427 42.2884 0.689116 0 60.9999 0 0.606219 0.000105061 73.1551 0.0301856 0.0290825 29.1416 13.1468 2.9998
57 0 10 0.0215826 56.1758 0.563945 0 56.4419 0 0.59265 0.000111166 58.6783 0.0216485 0.0214974 31.68 24.4957 2.9998
58 0 10 0.0312259 39.1577 0.663298 0 64.0095 0 0.563997 9.44621e-05 72.8733 0.0311372 0.0314006 25.9732 13.1845 2.9998
59 0 10 0.0204993 48.7998 0.628572 0 64.5043 0 0.611527 7.35456e-05 72.9566 0.024721 0.0133549 30.6742 18.1256 2.9998
60 0 10 0.0326111 44.7333 0.698649 0 53.9699 0 0.635161 7.29933e-05 65.115 0.0339473 0.0295133 31.2529 13.4804 2.9998
61 0 10 0.0297697 46.6899 0.596326 0 49.381 0 0.576658 8.65246e-05 63.9477 0.0320998 0.0263276 27.8424 18.8475 2.9998
62 0 10 0.0227418 51.7159 0.55344 0 48.7181 0 0.613128 7.32721e-05 53.6059 0.0284297 0.0156926 28.6216 23.0943 2.9998
63 0 10 0.0331967 27.5682 0.464124 0 43.8032 0 0.584512 5.96498e-05 45.1897 0.0334449 0.0329817 12.7951 14.7731 2.9998
64 0 10 0.0172898 22.5884 0.661496 0.000120945 40.7221 0 0.615731 0.00294759 37.7318 0.0166537 0.0185328 14.9421 7.64626 2.99978
65 1 10 0.0287749 13.4323 0.774747 0.00228846 30.6505 3.23537 0.685397 0.00422471 30.239 0.0296542 0.0257505 10.4066 3.02565 2.99918
66 0 9 0.0297227 12.0467 0.867409 0 59.5436 0 0.674234 5.06398e-05 54.3121 0.0253706 0.058194 10.4495 1.59729 2.9998
67 0 9 0.0323063 12.4155 0.865472 0 58.6525 0 0.661991 4.00071e-05 57.6462 0.0323121 0.0322685 10.7453 1.67024 2.9998
68 0 9 0.0198021 16.4288 0.779368 0 54.7244 0 0.67169 3.59533e-05 53.097 0.0202131 0.0183504 12.8041 3.62471 2.9998
69 0 9 0.0274813 23.9206 0.805556 0 49.3445 0 0.681307 3.67973e-05 52.1002 0.0270312 0.029346 19.2694 4.65123 2.9998
