1 0 10 -nan 0 -nan 0 100 0 -nan inf 0 -nan -nan 0 0 2.9998
14 0 8 0.0256816 8.02267 0.359627 0 135.695 0 0.200521 0.00333704 150.864 0.0533059 0.0101681 2.88517 5.1375 2.9998
15 0 8 0.0696237 8.17851 0.34363 0 154.55 0 0.191919 0.00329416 182.111 0.0696285 0.0696212 2.81038 5.36813 2.9998
16 0 8 0.0274474 8.30259 0.329131 0 165.259 0 0.262369 0.00311141 209.838 0.0332664 0.0245926 2.73264 5.56995 2.9998
17 0 9 0.0690023 11.3055 0.487848 0 144.737 0 0.311885 0.00304548 187.168 0.0689783 0.0690253 5.51534 5.79011 2.9998
18 0 9 0.0458306 13.5702 0.543869 0 118.675 0 0.432595 0.00261794 147.848 0.0671091 0.0204592 7.3804 6.18978 2.9998
19 0 10 0.0487234 18.1346 0.609888 0 126.524 0 0.440677 0.00255037 151.852 0.0560052 0.0373393 11.0601 7.07452 2.9998
20 0 10 0.0551128 42.5419 0.809619 0 114.979 0 0.514992 0.00293372 109.996 0.0602769 0.0331521 34.4427 8.09919 2.9998
21 0 10 0.0685506 46.7063 0.744867 0 127.374 0 0.484661 0.00181868 200.513 0.068532 0.0686047 34.7899 11.9163 2.9998
22 0 10 0.0400047 54.8853 0.77424 0 115.42 0 0.559439 0.00217069 122.108 0.0413311 0.0354559 42.4944 12.3909 2.9998
23 0 10 0.0685178 48.5974 0.888068 0 130.59 0 0.490089 0.00177224 158.193 0.068596 0.0678972 43.1578 5.43962 2.9998
24 0 10 0.0446053 77.0022 0.674904 0 128.455 0 0.410192 0.00142153 191.96 0.04939 0.0346724 51.9691 25.0331 2.9998
25 0 10 0.0656124 106.246 0.68658 0 113.994 0 0.518089 0.00255088 53.2193 0.0657176 0.0653819 72.9463 33.2997 2.9998
26 0 10 0.0640979 81.4358 0.749082 0 104.616 0 0.451725 0.0011807 184.774 0.0642568 0.0636234 61.0021 20.4337 2.9998
27 0 10 0.0552691 72.2583 0.598132 0 106.882 0 0.458632 0.00101732 156.376 0.0552668 0.0552726 43.22 29.0383 2.9998
28 0 10 0.0500502 54.6029 0.618196 0 132.721 0 0.534908 0.000983052 165.276 0.049659 0.0506836 33.7553 20.8476 2.9998
29 0 10 0.0441035 74.8791 0.666242 0 119.592 0 0.451172 0.000829918 183.21 0.0431947 0.0459176 49.8875 24.9915 2.9998
30 0 10 0.0435171 66.735 0.750926 0 104.753 0 0.538775 0.000803426 158.166 0.0448957 0.0393606 50.1131 16.6219 2.9998
31 1 10 0.0359086 52.4446 0.703605 0 97.4155 7.7265 0.423645 0.000635979 139.435 0.0351383 0.0377372 36.9003 15.5443 2.9998
32 0 9 0.041442 41.4421 0.712103 0 94.0371 0 0.501922 0.000596513 135.559 0.0426291 0.0385057 29.511 11.931 2.9998
33 0 9 0.0471003 38.3108 0.683932 0 89.6656 0 0.459007 0.000550635 122.968 0.0480156 0.0451198 26.2019 12.1088 2.9998
34 0 9 0.0448317 36.9537 0.733024 0 99.0503 0 0.455883 0.000483254 136.761 0.0451747 0.04389 27.0879 9.86574 2.9998
35 0 9 0.0371198 41.9534 0.801584 0 105.098 0 0.429807 0.000409007 139.181 0.0377797 0.0344537 33.6292 8.3242 2.9998
36 0 9 0.0293554 38.9539 0.774475 0 126.919 0 0.442541 0.000369318 159.782 0.0305325 0.0253132 30.1688 8.78506 2.9998
37 0 9 0.0439417 43.1687 0.805207 0 125.507 0 0.484667 0.000335207 163.343 0.0444722 0.0417489 34.7598 8.40895 2.9998
38 0 10 0.0427359 45.9933 0.829184 0 113.426 0 0.521194 0.000321954 147.279 0.044822 0.0326096 38.1369 7.85642 2.9998
39 0 10 0.0342713 50.5536 0.700256 0.00132396 90.9672 0 0.489751 0.00531411 108.872 0.0369752 0.0279544 35.4005 15.1531 2.99955
40 0 10 0.0252791 21.6137 0.742626 0.000112329 80.2574 0 0.500262 0.00121826 80.6264 0.0242626 0.0282122 16.0509 5.56279 2.99979
41 0 10 0.0254049 27.5314 0.634315 0 86.3748 0 0.555887 0.000275718 109.832 0.0265773 0.0233712 17.4636 10.0678 2.9998
42 0 10 0.0359189 27.8332 0.660203 0 80.9622 0 0.484232 0.00023442 89.9955 0.0349556 0.0377907 18.3756 9.45766 2.9998
43 0 10 0.0230704 34.8107 0.737088 0 79.1285 0 0.568623 0.000229244 103.513 0.0250044 0.0176482 25.6585 9.15216 2.9998
44 0 10 0.0374797 33.4468 0.696974 0 119.513 0 0.590326 0.00020065 153.854 0.0401758 0.0312785 23.3116 10.1352 2.9998
45 0 10 0.0483291 36.105 0.73228 0 123.953 0 0.536905 0.000173689 145.735 0.0480066 0.0492112 26.439 9.66605 2.9998
46 0 10 0.0508234 39.729 0.71894 0 114.323 0 0.553651 0.00015513 143.245 0.0515408 0.0489884 28.5627 11.1662 2.9998
47 0 10 0.0454085 34.8992 0.770708 0 108.459 0 0.53665 0.000139852 123.508 0.044468 0.0485699 26.8971 8.00211 2.9998
48 0 10 0.0330195 40.2207 0.756947 0 111.521 0 0.55347 0.000125983 143.264 0.0298561 0.0428714 30.4449 9.77577 2.9998
49 0 10 0.0380285 36.6006 0.791918 0 117.504 0 0.604492 0.000122646 155.46 0.038079 0.037836 28.9846 7.61591 2.9998
50 0 10 0.0219714 49.0476 0.754302 0 126.075 0 0.533832 9.74925e-05 153.194 0.0203166 0.0270516 36.9967 12.0509 2.9998
51 0 10 0.0305936 41.6284 0.739934 0 111.155 0 0.578901 9.99889e-05 127.433 0.0281067 0.0376692 30.8023 10.8261 2.9998
52 0 10 0.0187812 47.5607 0.707196 0 108.484 0 0.556829 8.53754e-05 123.288 0.020155 0.0154633 33.6347 13.926 2.9998
53 0 10 0.0389083 34.0517 0.693911 0 90.3429 0 0.605533 8.86617e-05 115.609 0.0370578 0.0431033 23.6288 10.4229 2.9998
54 0 10 0.0315331 57.7267 0.708889 0 101.818 0 0.661158 8.96564e-05 146.871 0.0323286 0.0295959 40.9218 16.8049 2.9998
55 0 10 0.0395289 58.2363 0.767001 0 104.473 0 0.708917 8.26154e-05 150.529 0.0462896 0.0172738 44.6673 13.569 2.9998
56 0 10 0.0293619 70.5589 0.755604 0 86.6757 0 0.6492 6.76372e-05 106.265 0.0333646 0.0169867 53.3145 17.2443 2.9998
57 0 10 0.0302022 63.5546 0.496577 0 82.1035 0 0.725948 7.03841e-05 117.561 0.0328896 0.0275513 31.5598 31.9949 2.9998
58 0 10 0.0296286 50.751 0.651662 0 67.335 0 0.722431 6.50684e-05 86.6647 0.0347023 0.020137 33.0725 17.6785 2.9998
59 0 10 0.0349086 62.7133 0.541222 0 58.8197 0 0.660956 4.72393e-05 97.5521 0.0398698 0.0290558 33.9418 28.7715 2.9998
60 1 10 0.0335067 21.1543 0.871387 0 68.8752 2.40909 0.711375 5.05404e-05 83.4733 0.0335538 0.0331876 18.4336 2.72071 2.9998
61 0 9 0.0253172 21.5436 0.886719 0 67.9902 0 0.765961 4.62451e-05 89.7864 0.0251723 0.0264512 19.1031 2.44048 2.9998
62 0 9 0.0372918 23.1895 0.884039 0.00408606 51.8506 0 0.729439 0.00486312 57.9789 0.0380328 0.0316426 20.5004 2.68907 2.99754
63 1 9 0.0303528 25.1305 0.9125 0.0129646 36.2492 0.212456 0.608777 0.00119669 32.2864 0.0297715 0.0364157 22.9315 2.19891 2.55221
64 0 8 0.0327447 13.241 0.881154 0 44.3001 0 0.748361 3.95283e-05 48.7701 0.0339393 0.0238874 11.6674 1.57365 2.9998
65 0 8 0.0378619 12.5416 0.876199 0 40.7444 0 0.746481 3.68321e-05 45.345 0.0375073 0.0403719 10.9889 1.55266 2.9998
66 0 8 0.0439088 14.2022 0.826087 0 46.9372 0 0.565457 2.84704e-05 61.8328 0.0454618 0.0365321 11.7323 2.46996 2.9998
67 0 9 0.0281155 15.443 0.791293 0 41.5253 0 0.590666 2.61843e-05 39.9688 0.030976 0.0172702 12.22 3.22307 2.9998
68 0 9 0.0308716 21.9913 0.627321 0 43.8191 0 0.527857 2.15981e-05 56.5795 0.0325847 0.0279881 13.7956 8.1957 2.9998
69 0 9 0.0294038 16.216 0.698613 0 62.1741 0 0.438277 1.99533e-05 79.642 0.0303957 0.0271044 11.3287 4.8873 2.9998
70 0 10 0.0295123 21.7427 0.667316 0 54.9276 0 0.483753 1.87538e-05 67.3406 0.0289341 0.030672 14.5093 7.23346 2.9998
71 0 10 0.0329871 23.7464 0.684948 0 44.5002 0 0.462334 1.68487e-05 54.0901 0.0352575 0.0280511 16.265 7.48133 2.9998
72 0 10 0.0288148 25.8048 0.602495 0.00525459 30.8687 0 0.471963 0.000432307 33.0592 0.0269865 0.0315858 15.5473 10.2576 2.99496
73 0 10 0.022476 11.345 0.754237 0 27.3396 0 0.505708 1.37616e-05 33.3291 0.0226706 0.0218785 8.55682 2.78819 2.9998
74 0 10 0.0396697 13.2284 0.627091 0 25.9144 0 0.489175 1.31087e-05 37.7124 0.040743 0.0378647 8.29543 4.933 2.9998
75 0 10 0.0196527 13.0158 0.658129 0 20.2814 0 0.571521 1.15694e-05 20.1185 0.0157568 0.0271526 8.56609 4.44973 2.9998
76 0 10 0.0316032 12.5197 0.613262 0 19.9623 0 0.479858 1.02536e-05 25.0544 0.0287231 0.0361703 7.67785 4.84183 2.9998
77 0 10 0.0171367 12.857 0.585211 0 18.0179 0 0.552206 9.47688e-06 19.3456 0.0176817 0.0163677 7.52408 5.33296 2.9998
78 0 10 0.0300498 12.2132 0.510066 0 18.1463 0 0.506688 8.67162e-06 23.4437 0.0285797 0.0315803 6.22952 5.98365 2.9998
79 0 10 0.0378708 12.4162 0.50716 0 15.5275 0 0.490681 7.45838e-06 22.186 0.037004 0.0387627 6.297 6.11921 2.9998
80 0 10 0.0391408 13.1437 0.526709 0 18.1725 0 0.554485 6.90987e-06 27.6038 0.038772 0.0395513 6.92293 6.22081 2.9998
-1 5 770 0.0379634 2700.99 0.697728 0.000308814 7396.9 18.9587 0.511249 0.00350764 7840.25 0.0388254 0.0359737 1884.56 816.434 2.99723
1 0 10 -nan 0 -nan 0 100 0 -nan inf 0 -nan -nan 0 0 2.9998
2 0 10 -nan 0 -nan 0 130.591 0 -nan inf 0 -nan -nan 0 0 2.9998
3 0 10 -nan 0 -nan 0 130.591 0 -nan inf 0 -nan -nan 0 0 2.9998
4 0 10 0.00729 5.99924 1 0 130.591 0 0.488382 0.0219141 69.9078 0.00729 -nan 5.99924 0 2.9998
5 0 10 0.00664049 26.0928 0.920473 0 124.114 0 0.583333 0.0305116 43.1522 0.00664736 0.006561 24.0177 2.07508 2.9998
6 0 10 0.00829313 51.1327 0.859697 0 90.5303 0 0.666667 0.0401197 20.9173 0.00841675 0.00753563 43.9586 7.1741 2.9998
7 0 10 0.0105564 86.4551 0.530309 0 112.856 0 0.393939 0.0160881 70.5468 0.0133192 0.00743699 45.8479 40.6072 2.9998
8 0 10 0.0180462 60.182 0.857828 0 122.988 0 0.565655 0.0384998 24.455 0.0180462 0.0180462 51.6258 8.55616 2.9998
9 0 10 0.0164015 27.7168 0.517961 0.00370493 129.985 0 0.289274 0.0295776 145.473 0.0173772 0.0153531 14.3562 13.3606 2.99805
10 0 10 0.0220409 28.2759 0.717315 0 117.662 0 0.317108 0.0110202 108.542 0.0119673 0.0476027 20.2828 7.99318 2.9998
11 0 10 0.07 18.5105 0.603446 0 161.868 0 0.329597 0.00679907 190.506 0.07 0.07 11.1701 7.34042 2.9998
12 0 10 0.0555706 21.1833 0.633783 0 141.734 0 0.312479 0.00644579 171.898 0.0563256 0.0542639 13.4256 7.75768 2.9998
13 0 10 0.069038 31.8386 0.720458 0.00971434 82.9819 0 0.340889 0.018171 105.347 0.0690836 0.0689203 22.9384 8.9002 2.92466
14 0 10 0.0927781 29.6464 0.624423 0 114.704 0 0.288534 0.00512745 162.353 0.0683019 0.133472 18.5119 11.1345 2.9998
15 0 10 0.053185 49.0864 0.75348 0.00135597 98.2349 0 0.388643 0.00521991 151.339 0.0573178 0.0405534 36.9856 12.1008 2.99954
16 0 10 0.0757051 40.8 0.559813 0 98.8301 0 0.349104 0.00352424 160.304 0.0629396 0.0919398 22.8404 17.9596 2.9998
17 0 10 0.0627879 47.6342 0.534083 3.27768e-05 100.417 0 0.412481 0.00334473 155.838 0.0630224 0.0625191 25.4406 22.1936 2.9998
18 0 10 0.0366603 54.3303 0.575574 0 124.881 0 0.315096 0.00294772 150.164 0.0363742 0.0370484 31.2711 23.0592 2.9998
19 1 10 0.0542516 45.2501 0.609762 0 116.281 3.12572 0.473041 0.00268438 147.76 0.0610916 0.0435638 27.5918 17.6583 2.9998
20 0 9 0.059434 31.1257 0.44704 0 100.695 0 0.440997 0.00224609 140.569 0.0590463 0.0597474 13.9144 17.2112 2.9998
21 0 9 0.0466729 34.982 0.530099 0 123.637 0 0.436589 0.00203977 154.071 0.0456987 0.0477719 18.5439 16.4381 2.9998
22 0 9 0.0404686 31.1673 0.546152 0 113.986 0 0.467384 0.00196276 137.705 0.0482158 0.0311459 17.0221 14.1452 2.9998
23 0 9 0.0540203 32.3259 0.585771 0 155.886 0 0.469907 0.00146591 201.61 0.0545916 0.0532125 18.9356 13.3903 2.9998
24 0 9 0.0488542 34.3477 0.588753 0 152.372 0 0.420987 0.00148394 175.464 0.0456696 0.0534134 20.2223 14.1254 2.9998
25 0 9 0.047712 34.4199 0.591169 0 193.061 0 0.417212 0.00118598 246.048 0.0489038 0.0459886 20.348 14.0719 2.9998
26 0 10 0.047139 35.2885 0.585071 0 177.544 0 0.372491 0.00118969 224.013 0.0493153 0.0440705 20.6463 14.6422 2.9998
27 0 10 0.0417943 37.8528 0.595188 0 193.921 0 0.377254 0.00104476 241.01 0.0385219 0.0466057 22.5296 15.3233 2.9998
28 0 10 0.0429193 44.1586 0.60633 0 179.034 0 0.332716 0.00100727 214.478 0.0423419 0.0438086 26.7747 17.3839 2.9998
29 0 10 0.031692 58.8761 0.617667 0 123.414 0 0.285868 0.00103548 136.493 0.0300235 0.0343876 36.3658 22.5102 2.9998
30 0 10 0.0312867 50.2166 0.503339 0 92.5499 0 0.506827 0.000909228 104.411 0.0298364 0.0327566 25.276 24.9406 2.9998
31 0 10 0.045808 63.3443 0.527517 0.000457025 69.8543 0 0.412636 0.00277223 116.456 0.044758 0.0469803 33.4152 29.9291 2.99974
32 0 10 0.0399482 60.6757 0.387641 0.00730155 49.936 0 0.370539 0.00368519 78.2618 0.0342058 0.0435833 23.5204 37.1553 2.98238
33 1 10 0.0464386 53.3582 0.375292 0.000155436 62.6278 1.06836 0.288745 0.00646783 104.973 0.0395515 0.050576 20.0249 33.3333 2.99978
34 1 9 0.0246674 54.9887 0.446703 8.68809e-05 49.1734 2.3091 0.379424 0.000615921 42.9631 0.0253871 0.0240864 24.5636 30.4251 2.99979
35 0 8 0.0388961 32.371 0.536228 0 56.6622 0 0.533313 0.000554539 70.3715 0.0360748 0.0421581 17.3582 15.0127 2.9998
36 0 8 0.0424854 33.5803 0.522271 0 59.7386 0 0.360755 0.000424401 79.2194 0.0414022 0.0436696 17.538 16.0423 2.9998
37 0 8 0.0367133 25.5803 0.434347 0 50.9011 0 0.439576 0.000399502 62.268 0.0324858 0.0399595 11.1107 14.4696 2.9998
38 0 8 0.0343799 30.944 0.587506 0 50.9087 0 0.466333 0.000397765 65.3799 0.0370125 0.0306303 18.1798 12.7642 2.9998
39 0 8 0.0396169 33.6589 0.496418 0 55.1899 0 0.567276 0.000407378 74.7464 0.044704 0.0346022 16.7089 16.95 2.9998
40 0 9 0.0422267 42.9143 0.493185 0 60.9954 0 0.674849 0.000333595 92.4025 0.0429972 0.0414768 21.1647 21.7496 2.9998
41 0 10 0.0349522 33.077 0.597402 0 68.0739 0 0.649188 0.0002972 84.6239 0.035142 0.0346705 19.7603 13.3167 2.9998
42 0 10 0.0326478 35.159 0.505581 0 90.2686 0 0.576972 0.000252942 117.363 0.0318094 0.0335051 17.7757 17.3833 2.9998
43 0 10 0.0275932 34.6386 0.565221 0 89.5394 0 0.600882 0.000252379 108.297 0.0275503 0.027649 19.5785 15.0602 2.9998
44 0 10 0.0278604 53.3675 0.701231 0 85.8247 0 0.575649 0.000168567 135.771 0.0294001 0.0242465 37.4229 15.9445 2.9998
45 0 10 0.0282412 50.8431 0.628046 3.57148e-05 68.3143 0 0.645162 0.000304396 95.4139 0.0278398 0.028919 31.9318 18.9113 2.9998
46 0 10 0.0321256 41.6551 0.495178 0.000373939 64.3539 0 0.618377 0.00245443 95.1131 0.0344449 0.0298505 20.6267 21.0284 2.99975
47 1 10 0.0373578 35.9333 0.55697 0 52.5208 4.45518 0.60199 0.000150438 85.0555 0.0345399 0.0409005 20.0138 15.9195 2.9998
48 0 9 0.0256554 20.7501 0.681674 0 54.8971 0 0.683915 0.000158864 56.3221 0.0256657 0.0256335 14.1448 6.60528 2.9998
49 0 9 0.0431988 25.1322 0.780193 0 48.9414 0 0.680629 0.000130857 80.7313 0.0445041 0.0385657 19.608 5.52422 2.9998
50 0 9 0.0406818 27.8957 0.528149 0 76.3484 0 0.594831 0.000111683 122.919 0.0430656 0.0380137 14.7331 13.1626 2.9998
51 0 9 0.0329333 34.8618 0.660137 0 77.7125 0 0.693216 0.000111011 92.9658 0.0339164 0.0310237 23.0136 11.8482 2.9998
52 0 9 0.0360709 42.8886 0.687469 0 79.1161 0 0.744709 0.000129396 115.44 0.0346937 0.0391003 29.4846 13.404 2.9998
53 0 9 0.0369885 40.8972 0.641543 0 83.036 0 0.602907 0.000104787 104.966 0.0396193 0.0322802 26.2373 14.6599 2.9998
54 0 10 0.022764 46.6703 0.499399 0 76.1962 0 0.540672 8.68033e-05 89.658 0.0264042 0.0191327 23.3071 23.3632 2.9998
55 0 10 0.028428 50.8651 0.544403 0 69.3836 0 0.471557 6.21196e-05 88.872 0.0338467 0.0219529 27.6911 23.174 2.9998
56 0 10 0.0306313 37.0152 0.523584 5.31381e-06 55.8199 0 0.56316 8.15493e-05 68.6883 0.034444 0.0264411 19.3805 17.6346 2.9998
57 0 10 0.0320847 32.2479 0.590691 0 60.9967 0 0.620097 7.56045e-05 75.8216 0.0348507 0.0280929 19.0486 13.1994 2.9998
58 0 10 0.0374918 43.8874 0.617675 0.000101449 51.7966 0 0.572177 0.000866507 71.6162 0.0391783 0.0347671 27.1081 16.7792 2.99979
59 1 10 0.0344529 31.9545 0.547549 3.22019e-05 43.4621 2.88155 0.54915 6.2908e-05 54.5464 0.0360682 0.032498 17.4967 14.4578 2.9998
60 0 9 0.0262784 12.6921 0.610054 0.00333693 37.8877 0 0.575231 0.00358661 35.4932 0.0248405 0.0285279 7.74286 4.94922 2.99845
61 0 9 0.078443 12.1768 0.5809 0 68.0101 0 0.699722 8.51778e-05 68.0585 0.0258224 0.151379 7.07352 5.1033 2.9998
62 0 9 0.0253416 15.3763 0.629866 0 67.2113 0 0.682378 6.61003e-05 63.6708 0.0226787 0.0298731 9.68499 5.69129 2.9998
63 0 9 0.0331801 17.9197 0.640365 0 67.7656 0 0.60874 6.10907e-05 64.6348 0.0303212 0.0382707 11.4752 6.44457 2.9998
64 0 9 0.0276448 24.5993 0.70297 0 73.5103 0 0.666289 5.75005e-05 66.9074 0.025965 0.0316203 17.2926 7.30673 2.9998
65 0 9 0.0323759 22.5269 0.704167 0 84.7448 0 0.502403 4.37681e-05 104.747 0.033134 0.0305713 15.8627 6.66418 2.9998
66 0 10 0.0340276 25.4152 0.674597 0 75.8077 0 0.489465 3.67764e-05 92.2643 0.0337481 0.0346069 17.145 8.27018 2.9998
67 0 10 0.0422066 31.4747 0.642499 0 83.8379 0 0.497535 3.48296e-05 116.512 0.0447891 0.0375654 20.2225 11.2522 2.9998
68 0 10 0.0197046 35.8249 0.613464 0 80.928 0 0.521079 3.32143e-05 67.0512 0.0207918 0.0179792 21.9773 13.8476 2.9998
69 0 10 0.0286632 30.2552 0.718604 0 115.503 0 0.535388 2.78907e-05 158.382 0.0312905 0.0219539 21.7415 8.51369 2.9998
70 0 10 0.0281542 43.0482 0.657811 0 100.67 0 0.539965 2.84187e-05 94.609 0.0240175 0.0361066 28.3176 14.7307 2.9998
71 0 10 0.0306487 44.8419 0.622593 0 96.4163 0 0.533176 2.61368e-05 97.7146 0.0284031 0.0343533 27.9183 16.9236 2.9998
72 0 10 0.0338462 44.4567 0.584097 0 84.419 0 0.521587 2.33796e-05 69.1939 0.0335665 0.034239 25.967 18.4897 2.9998
73 0 10 0.0340619 41.3548 0.576282 0 84.2393 0 0.514009 1.90814e-05 110.637 0.035159 0.0325696 23.832 17.5228 2.9998
74 0 10 0.0392984 38.7022 0.595739 0 85.179 0 0.558094 1.86098e-05 82.9123 0.0380967 0.0410693 23.0564 15.6458 2.9998
75 0 10 0.0316424 40.0596 0.563616 0 73.4105 0 0.56002 1.76797e-05 75.425 0.0312634 0.0321317 22.5782 17.4814 2.9998
76 0 10 0.0399208 45.8916 0.584323 0.000182337 53.5793 0 0.559089 2.40782e-05 44.3831 0.0439983 0.034189 26.8155 19.076 2.99978
77 0 10 0.0247144 27.6548 0.527007 0.00122467 42.2933 0 0.64463 7.25866e-05 45.4434 0.025189 0.0241857 14.5743 13.0805 2.99958
78 1 10 0.0328153 13.9751 0.51301 0 40.4736 2.48665 0.616201 1.67553e-05 33.5464 0.0406689 0.0245421 7.16938 6.80574 2.9998
79 0 9 0.0239552 9.83671 0.380609 0 53.0755 0 0.567681 1.31859e-05 45.2049 0.0227515 0.0246949 3.74394 6.09277 2.9998
80 0 9 0.0352503 10.81 0.435973 0 44.4969 0 0.527972 1.15559e-05 33.6868 0.0358356 0.0347979 4.71288 6.09714 2.9998
-1 6 767 0.0366566 2788.94 0.590795 0.000285107 7211.99 16.3266 0.475157 0.00397751 7956.08 0.0357618 0.0379485 1647.69 1141.25 2.99877
1 0 10 -nan 0 -nan 0 100 0 -nan inf 0 -nan -nan 0 0 2.9998
2 0 10 0.009 3.33311 1 0 72.003 0 -nan inf 0 0.009 -nan 3.33311 0 2.9998
3 0 10 0.0081 6.72622 1 0 72.003 0 -nan inf 0 0.0081 -nan 6.72622 0 2.9998
4 0 10 0.00795457 16.7229 0.849662 0 72.003 0 -nan inf 0 0.00793856 0.00804504 14.2088 2.51409 2.9998
5 0 10 0.009 34.9305 0.80159 0 90.8153 0 -nan inf 0 0.009 0.009 28 6.93056 2.9998
6 0 10 0.0069596 37.1215 0.50566 0 83.4677 0 -nan inf 0 0.00736012 0.00654991 18.7709 18.3506 2.9998
7 0 10 0.009 28.8624 0.461553 9.2837e-06 73.8855 0 -nan inf 0 0.009 0.009 13.3216 15.5409 2.9998
8 0 10 0.00900029 22.93 0.880959 0 85.3415 0 -nan inf 0 0.00900033 0.009 20.2004 2.72961 2.9998
9 0 10 0.00430467 23.9942 0.59577 0 114.333 0 0.546206 0.0151727 35.2012 0.00430467 0.00430467 14.295 9.69916 2.9998
10 0 10 0.00450373 29.4623 0.0926413 0 147.818 0 0.524038 0.00929826 78.6524 0.0038742 0.00456801 2.72943 26.7329 2.9998
11 0 10 0.00575179 39.0996 0.669948 0 172.67 0 0.469078 0.00686356 117.063 0.00437149 0.00855353 26.1947 12.9049 2.9998
12 0 10 0.00900094 58.367 0.552212 0 181.884 0 0.447344 0.00495027 160.901 0.00900094 0.00900094 32.231 26.136 2.9998
13 0 10 0.0064747 54.4451 0.613875 0 154.009 0 0.462595 0.00516033 111.575 0.00659718 0.00627998 33.4225 21.0226 2.9998
14 0 10 0.00900094 48.2341 0.574342 0 159.868 0 0.457194 0.00458917 114.958 0.00900094 0.00900094 27.7028 20.5312 2.9998
15 0 10 0.00536218 41.5406 0.635308 0 188.062 0 0.465622 0.00412021 142.043 0.00515122 0.00572967 26.3911 15.1495 2.9998
16 0 10 0.00900094 46.426 0.64738 0 198.272 0 0.46179 0.00378501 145.688 0.00900094 0.00900094 30.0553 16.3707 2.9998
17 0 10 0.00697925 43.9264 0.69449 0 303.057 0 0.480516 0.00273907 369.363 0.00688703 0.00718889 30.5065 13.42 2.9998
18 0 10 0.00900094 94.3642 0.806105 0 271.044 0 0.417686 0.00274876 205.656 0.00900094 0.00900094 76.0675 18.2967 2.9998
19 0 10 0.0164567 90.0756 0.710393 0 280.521 0 0.481918 0.00221936 370.191 0.0174381 0.0140496 63.9891 26.0865 2.9998
20 0 10 0.0183439 87.6815 0.660419 0 276.467 0 0.470304 0.00200292 341.486 0.0184502 0.018137 57.9065 29.775 2.9998
21 0 10 0.0181193 125.559 0.704857 0 262.716 0 0.494602 0.00184019 317.679 0.0177355 0.0190358 88.5014 37.0579 2.9998
22 0 10 0.0126721 127.055 0.704906 0 235.072 0 0.502465 0.00165247 271.458 0.0119381 0.0144252 89.562 37.4933 2.9998
23 0 10 0.018043 133.728 0.637734 0 268.675 0 0.565477 0.00157187 359.971 0.0187494 0.0167995 85.2832 48.4453 2.9998
24 0 10 0.0157853 160.522 0.773675 0 274.758 0 0.500413 0.00134948 327.16 0.0151902 0.0178196 124.192 36.3303 2.9998
25 0 10 0.0187161 170.372 0.723914 0 266.047 0 0.511654 0.00129232 353.139 0.0191012 0.0177062 123.334 47.0372 2.9998
26 0 10 0.0141776 150.629 0.676453 0 275.535 0 0.506594 0.00112818 325.375 0.0152285 0.0119805 101.894 48.7357 2.9998
27 0 10 0.0165572 178.71 0.705181 0 224.484 0 0.504901 0.00123447 236.723 0.0171811 0.0150649 126.023 52.6871 2.9998
28 0 10 0.0215669 186.913 0.640071 0 221.947 0 0.478538 0.00101336 245.696 0.0231687 0.0187185 119.638 67.2756 2.9998
29 0 10 0.0149424 194.204 0.61246 0 254.946 0 0.580062 0.00120901 322.196 0.0161847 0.0129792 118.942 75.2619 2.9998
30 0 10 0.0207684 165.982 0.748623 0 263.551 0 0.585524 0.00110402 328.647 0.0217869 0.0177351 124.258 41.7241 2.9998
31 0 10 0.0299503 199.711 0.624457 0 391.107 0 0.569755 0.000912283 544.625 0.0303495 0.0292865 124.711 75.0002 2.9998
32 0 10 0.0223526 277.286 0.676588 0 428.606 0 0.611174 0.000960947 589.104 0.0221955 0.0226814 187.608 89.6778 2.9998
33 0 10 0.026123 307.883 0.567077 0 395.767 0 0.581391 0.000783755 564.113 0.0273573 0.0245063 174.594 133.29 2.9998
34 0 10 0.0219724 307.068 0.578034 0.000811419 282.799 0 0.548179 0.00257975 324.752 0.0250967 0.0176925 177.496 129.572 2.99967
35 0 10 0.0271946 250.635 0.615326 0 367.683 0 0.624587 0.000766981 495.369 0.0289015 0.0244642 154.222 96.4125 2.9998
36 0 10 0.0334354 271.391 0.534228 0 330.92 0 0.541539 0.000800168 508.057 0.0342436 0.0325084 144.985 126.406 2.9998
37 0 10 0.0266771 273.281 0.581571 0 365.083 0 0.630788 0.000677166 508.893 0.0281499 0.0246301 158.932 114.349 2.9998
38 0 10 0.0321089 303.27 0.548364 0 335.876 0 0.57816 0.000774007 492.619 0.03351 0.0304077 166.302 136.968 2.9998
39 0 10 0.0299975 308.172 0.59486 0 280.159 0 0.608833 0.000563022 407.239 0.033181 0.0253231 183.319 124.853 2.9998
40 0 10 0.0180622 258.687 0.533954 0 208.18 0 0.503802 0.00129941 154.078 0.0198708 0.0159901 138.127 120.56 2.9998
41 0 10 0.0223282 191.148 0.566434 0 187.099 0 0.64364 0.000706483 251.406 0.0245642 0.0194068 108.273 82.8753 2.9998
42 0 10 0.0222959 127.403 0.433122 0 163.382 0 0.514036 0.000676811 194.258 0.0228565 0.0218675 55.181 72.2219 2.9998
43 0 10 0.0173781 138.829 0.401919 7.11792e-08 127.674 0 0.573915 0.00110487 144.492 0.020969 0.0149649 55.798 83.0308 2.9998
