1 0 10 -nan 0 -nan 0.00713651 100 0 -nan inf 0 -nan -nan 0 0 
19 0 8 0.0771867 29.6041 0.745749 0.00453317 95.6296 0 0.538208 0.00271704 110.673 0.0606124 0.125801 22.0772 7.52688 
20 0 8 0.0653706 24.7415 0.693489 0.000347227 118.707 0 0.477086 0.00804845 124.957 0.0633805 0.0698732 17.158 7.58356 
21 0 8 0.142975 30.637 0.707463 5.7402e-05 128.935 0 0.560649 0.0021073 91.3728 0.0412168 0.389063 21.6745 8.96245 
22 21 0 9 0.0418319 74.9834 0.598691 0.00145243 188.182 0 0.642489 0.00258431 348.843 0.0426712 0.0405797 44.8919 30.0915 
22 0 9 0.041145 86.2435 0.638205 0.015222 114.154 0 0.512644 0.00510137 153.162 0.0404753 0.0423263 55.041 31.2024 
23 0 9 0.0551014 61.7357 0.620539 0 125.916 0 0.44829 0.00101926 373.883 0.0390941 0.0812784 38.3094 23.4263 
24 0 10 0.0250913 64.8795 0.676685 0.00273469 130.481 0 0.454272 0.0026592 83.2317 0.0291048 0.0166912 43.903 20.9765 
25 0 10 0.0351836 78.3897 0.571677 0.0149746 106.688 0 0.446653 0.00457638 322.329 0.0374962 0.032097 44.8136 33.5761 
26 0 10 0.0501172 82.2621 0.618926 0 131.053 0 0.455358 0.00109917 239.205 0.0431601 0.0614167 50.9141 31.3479 
27 0 10 0.0381559 102.337 0.587217 0.00400536 121.355 0 0.576008 0.00809379 199.768 0.035345 0.0421548 60.0942 42.2432 
28 0 10 0.0325114 77.8059 0.664992 0.0158833 88.5527 0 0.501015 0.00584286 111.64 0.0354071 0.0267633 51.7403 26.0656 
29 0 10 0.0936301 37.0135 0.72741 0 133.944 0 0.569134 0.000812514 210.31 0.031035 0.260666 26.924 10.0895 
30 0 10 0.0439951 50.4501 0.591325 0.0005712 139.341 0 0.473745 0.00209288 172.668 0.0425226 0.0461257 29.8324 20.6177 
31 0 10 0.0377076 70.486 0.602828 0.0123126 110.906 0 0.564443 0.00544196 120.769 0.0393288 0.035247 42.491 27.995 
32 0 10 0.0902645 42.1411 0.71592 0.0051007 104.471 0 0.689615 0.00222399 135.719 0.0275897 0.248213 30.1696 11.9714 
33 0 10 0.0566276 38.1285 0.736404 0.0017579 122.359 0 0.528594 0.00496989 123.998 0.0239287 0.147978 28.078 10.0505 
34 1 10 0.0166071 41.6592 0.741247 0.00181165 91.187 7.94979 0.521905 0.00465357 70.0914 0.016553 0.0167621 30.8798 10.7795 
35 0 9 0.0284999 37.9059 0.749282 0 87.2708 0 0.674001 0.000443688 118.49 0.0285407 0.0283779 28.4022 9.50369 
36 0 9 0.0393063 37.9743 0.792998 7.73754e-05 98.0182 0 0.626743 0.000843929 101.998 0.0409246 0.0331065 30.1136 7.86074 
37 0 9 0.0293254 39.0208 0.780828 0.000378004 80.4856 0 0.659732 0.0025594 81.225 0.0302685 0.0259654 30.4686 8.55228 
38 0 9 0.0241602 26.5386 0.655283 0 86.4986 0 0.601493 0.000346413 69.8982 0.0237536 0.0249332 17.3903 9.14832 
39 0 9 0.0280618 23.1878 0.747947 0 142.486 0 0.665214 0.000297544 136.271 0.0290436 0.0251483 17.3432 5.84455 
40 0 9 0.0348307 27.5943 0.780314 0.000225012 142.492 0 0.546802 0.00378901 145.682 0.0353015 0.0331583 21.5322 6.06207 
41 0 10 0.0420121 27.9257 0.713946 0 187.153 0 0.538325 0.000247649 218.896 0.0359348 0.05718 19.9374 7.98824 
42 0 10 0.0390842 30.1841 0.720604 0.00198259 202.849 0 0.543002 0.0077913 227.735 0.0382806 0.0411567 21.7508 8.43333 
43 1 10 0.0434337 57.5912 0.838079 0.00468212 153.211 1.12665 0.681213 0.00206261 199.065 0.0459529 0.0303951 48.266 9.32521 
44 0 9 0.0752847 42.749 0.793363 0 158.63 0 0.544924 0.000171282 197.525 0.035092 0.229601 33.9154 8.83352 
45 1 9 0.0189932 76.6185 0.760413 0 148.386 2.97596 0.49703 0.000146549 102.607 0.0159052 0.028794 58.2617 18.3568 
46 0 8 0.0299488 26.4423 0.795509 0 196.887 0 0.701468 0.00013858 185.206 0.0258028 0.0460776 21.0351 5.4072 
47 0 8 0.0279711 38.6188 0.82573 0 218.51 0 0.684803 0.000116074 224.222 0.0274555 0.030414 31.8887 6.7301 
48 0 8 0.0277684 40.6751 0.827969 0 199.358 0 0.707578 0.000112417 202.318 0.0289634 0.022017 33.6777 6.99737 
49 0 8 0.0379719 64.9139 0.852949 0 191.161 0 0.709316 0.000130796 210.294 0.0371889 0.0425136 55.3683 9.54564 
50 0 9 0.0271227 68.6022 0.819031 0.00137332 259.828 0 0.721707 0.000456292 330.246 0.0276184 0.0248794 56.1873 12.4149 
51 0 9 0.0221941 85.1259 0.81602 0 388.334 0 0.683456 0.000114753 504.581 0.0228168 0.0194319 69.4644 15.6615 
52 0 10 0.0397348 99.7865 0.769348 0.00990219 349.076 0 0.662164 0.00144765 538.604 0.0403283 0.037755 76.7705 23.016 
53 0 10 0.0308329 132.86 0.775072 0.00806494 232.64 0 0.630636 0.00383631 263.851 0.0305239 0.0318976 102.976 29.884 
54 0 10 0.0581305 106.7 0.746127 0 343.019 0 0.589566 9.57466e-05 714.693 0.0265323 0.150997 79.6119 27.0883 
55 0 10 0.039097 119.684 0.797999 0.00632315 334.184 0 0.589529 0.00036348 580.596 0.0386423 0.040893 95.508 24.1763 
56 0 10 0.0392792 100.137 0.786628 0.00458128 235.365 0 0.588119 0.00268284 338.686 0.0330386 0.0622862 78.7704 21.3663 
57 1 10 0.0262523 102.597 0.692632 0.00150542 224.919 0.280582 0.601723 0.00352052 252.711 0.0277511 0.0228748 71.0621 31.535 
58 0 9 0.0344967 97.446 0.5751 0.00759115 199.606 0 0.557801 0.00241428 209.706 0.032342 0.0374132 56.0412 41.4048 
59 0 9 0.0272779 104.65 0.689503 0.00538898 167.293 0 0.514869 0.00112477 248.035 0.0277748 0.0261746 72.1565 32.4935 
60 0 9 0.0423868 64.1771 0.735261 0 306.335 0 0.568804 3.26617e-05 422.881 0.0361937 0.0595872 47.1869 16.9902 
61 0 9 0.019519 86.4865 0.736697 0.00321402 296.097 0 0.595757 0.0034811 342.38 0.0220623 0.0124032 63.7143 22.7722 
62 0 9 0.0417439 139.122 0.72117 0 346.577 0 0.5467 2.50202e-05 487.333 0.0439791 0.0359628 100.33 38.7913 
63 0 9 0.0360769 149.958 0.642643 0 324.411 0 0.636046 2.88886e-05 457.479 0.0381689 0.0323148 96.3693 53.5884 
64 0 10 0.0193544 224.997 0.682265 0.00182551 282.502 0 0.636014 0.000738835 289.948 0.0243164 0.00869958 153.508 71.4896 
65 0 10 0.0298222 209.28 0.725823 0.0018438 283.382 0 0.666273 0.000361742 479.48 0.0298545 0.0297365 151.9 57.3798 
66 0 10 0.0306908 208.918 0.555437 0.0173575 247.572 0 0.651157 0.00573871 314.439 0.0310767 0.0302087 116.041 92.8772 
67 0 10 0.0354856 121.158 0.713661 4.10362e-05 253.307 0 0.675132 7.21946e-05 332.523 0.0242413 0.0635103 86.4656 34.6922 
68 0 10 0.0335183 170.23 0.606095 0 317.379 0 0.69133 2.56172e-05 446.09 0.0356937 0.0301711 103.175 67.0543 
69 0 10 0.0319262 208.024 0.691445 0.00060023 348.004 0 0.716607 0.000173888 485.721 0.0328176 0.0299285 143.837 64.187 
70 0 10 0.0324758 213.82 0.584975 0.00348251 349.122 0 0.593557 0.00303283 518.808 0.0344675 0.0296686 125.079 88.7405 
71 0 10 0.0338783 228.3 0.735008 0.0140093 266.952 0 0.741168 0.00419544 297.582 0.0270276 0.05288 167.803 60.4977 
72 0 10 0.102871 173.765 0.728378 0 346.47 0 0.834725 2.08648e-05 734.775 0.0331079 0.289948 126.566 47.1984 
73 2 10 0.0391131 180.657 0.710058 0 325.533 9.10903 0.765448 1.40006e-05 399.187 0.0391815 0.0389458 128.277 52.3799 
74 0 8 0.0313676 137.964 0.712818 0.000888641 296.064 0 0.797565 0.000138738 302.146 0.0337034 0.0255698 98.3434 39.6209 
75 0 8 0.0207192 139.95 0.760509 4.16532e-05 243.491 0 0.761655 7.99147e-05 188.564 0.0214573 0.0183752 106.433 33.5167 
76 0 8 0.0378593 114.332 0.684264 0.00106108 233.919 0 0.718315 0.000391494 297.555 0.0378022 0.0379828 78.2332 36.0987 
77 0 8 0.0314628 143.559 0.684945 0.00418547 178.465 0 0.642987 0.00277919 178.152 0.0323151 0.02961 98.3303 45.229 
78 1 8 0.0380322 52.8209 0.616964 0.000305674 167.7 0.190246 0.676414 0.00127187 152.072 0.0281482 0.0539524 32.5886 20.2323 
79 1 7 0.0224051 33.6006 0.862152 0 196.009 1.62339 0.577759 4.90711e-06 161.555 0.0221158 0.0242145 28.9688 4.63179 
80 0 7 0.0455991 33.9394 0.89382 0.00146442 243.663 0 0.580316 0.000180113 251.276 0.0438995 0.0599062 30.3357 3.6037 
-1 9 560 0.04129 6682.83 0.690252 0.00291345 14882.9 44.1257 0.617954 0.00486064 20481.9 0.0341381 0.0572276 4612.84 2069.99 
1 0 10 -nan 0 -nan 0.00713651 100 0 -nan inf 0 -nan -nan 0 0 
2 0 10 -nan 0 -nan 0 76.8703 0 0.555556 0.121686 102.337 -nan -nan 0 0 
3 0 10 0.0081 48.4315 1 0 76.8703 0 0.555556 3.19228 0.352144 0.0081 -nan 48.4315 0 
4 0 10 0.00733595 39.4315 0.575254 0.00229084 76.8703 0 -nan inf 0 0.00736988 0.00729 22.6831 16.7483 
5 0 10 0.0308113 44.545 0.785378 0.00201562 84.6654 0 0.708333 0.0797672 20.7653 0.0277719 0.0419335 34.9846 9.56032 
6 0 10 0.0397776 18.8579 0.320555 0.0119747 66.6315 0 0.708333 0.0431411 30.4799 0.0373442 0.0409256 6.045 12.8129 
7 0 10 0.04515 18.1857 0.38503 0 83.2985 0 0.541667 0.080469 11.6396 0.0525545 0.040514 7.00203 11.1836 
8 0 10 0.0455933 28.2006 0.0666147 9.65699e-05 68.3937 0 0.566667 0.0372941 16.7686 0.0649452 0.0442122 1.87857 26.322 
9 1 10 0.0360568 17.158 0.423828 0 91.8212 0 0.608843 0.00504345 139.47 0.0366837 0.0355957 7.27202 9.88595 
10 0 9 0.0405897 37.4804 0.598 0.00354132 89.9507 0 0.592381 0.018234 122.005 0.0419487 0.0385681 22.4133 15.0671 
11 0 9 0.0470531 36.404 0.569081 0 87.878 0 0.556476 0.00462601 132.089 0.0401948 0.0561104 20.7168 15.6872 
12 0 9 0.0323648 37.9793 0.594318 0 97.8772 0 0.544252 0.00411161 135.534 0.0281908 0.0384796 22.5718 15.4075 
13 0 9 0.0293778 33.7012 0.650368 0.00154895 97.9179 0 0.613356 0.00897858 127.674 0.0251823 0.037182 21.9182 11.7831 
14 0 9 0.0344032 40.669 0.622454 0.0171032 88.3166 0 0.572877 0.0366467 75.7306 0.0326352 0.0373181 25.3146 15.3544 
15 1 9 0.0393487 25.1229 0.696364 0.00725159 68.3982 11.8705 0.558313 0.0299763 18.9284 0.0412372 0.0350176 17.4946 7.62822 
16 0 9 0.075545 31.3629 0.693749 0 84.7165 0 0.664093 0.00364 117.372 0.0334729 0.170851 21.758 9.60492 
17 0 9 0.0413349 40.7917 0.64423 0.0044223 79.0756 0 0.511766 0.00435655 62.5274 0.052752 0.0206607 26.2792 14.5124 
18 0 9 0.0311235 45.5519 0.621228 0.00842202 51.7058 0 0.708453 0.00469657 59.1554 0.0329924 0.0280583 28.2982 17.2538 
19 1 9 0.0364679 23.3198 0.551683 0.00112061 44.6658 0.947581 0.566739 0.0307645 4.02088 0.0386464 0.033787 12.8651 10.4546 
20 0 8 0.022748 21.0369 0.593544 0 43.3838 0 0.572681 0.00473418 7.60352 0.0232551 0.0220074 12.4863 8.55058 
21 0 8 0.0349325 23.2047 0.657335 0 46.3629 0 -nan inf 0 0.036186 0.0325278 15.2533 7.95145 
22 2 9 -nan 0 -nan 0 47.0167 0 0.783552 0.00219139 29.5527 -nan -nan 0 0 
23 0 7 0.0171894 3.80814 0.910227 0.00778098 45.8587 0 0.661162 0.00291686 19.7376 0.014799 0.0414255 3.46628 0.341867 
24 0 7 0.0413062 5.18029 0.816485 0.00849203 44.7499 0 0.623428 0.00238747 23.2926 0.0414368 0.0407255 4.22963 0.950663 
25 0 7 0.0437725 6.60469 0.77848 0 64.0692 0 0.457387 0.00145381 72.3073 0.0389479 0.0607271 5.14162 1.46307 
26 0 8 0.0428887 8.86779 0.727548 0.00526925 67.7289 0 0.599874 0.00277941 41.4673 0.0430327 0.0425044 6.45174 2.41605 
27 0 8 0.0333945 15.036 0.574647 0 109.139 0 0.683161 0.00173174 117.225 0.0311378 0.0364432 8.6404 6.39562 
28 0 8 0.0287247 23.2045 0.589796 0 116.437 0 0.503529 0.000611225 271.136 0.0264202 0.032038 13.686 9.51859 
29 0 10 0.0309393 40.7588 0.763279 0.0263819 97.1284 0 0.403464 0.0238887 148.3 0.0298483 0.0344572 31.1103 9.64849 
30 0 10 0.0481064 44.1374 0.852497 0.0420302 53.2297 0 0.735202 0.00365825 98.3092 0.0455947 0.0626226 37.627 6.51037 
31 3 10 0.0278834 15.5118 0.610562 0.0125524 36.6968 6.44064 0.677417 0.00192534 19.0769 0.0316707 0.0219457 9.47088 6.04087 
32 0 7 0.042291 9.38027 0.696968 0 32.0864 0 0.764812 0.000552423 23.6002 0.0223908 0.088061 6.53775 2.84252 
33 0 7 0.0345969 10.3613 0.641836 0 32.5738 0 0.831195 0.000486071 22.1971 0.0331174 0.0372484 6.65028 3.71106 
34 0 7 0.0361082 12.078 0.604333 0 26.2837 0 0.804843 0.00043874 17.0431 0.0364631 0.035566 7.29916 4.77887 
35 0 7 0.033979 8.15198 0.641399 0 34.0363 0 0.789277 0.000410603 28.1273 0.0312885 0.0387913 5.22867 2.92331 
36 0 7 0.0346169 7.67248 0.712944 0 38.153 0 0.823175 0.000351711 23.0977 0.0318496 0.0414897 5.47005 2.20243 
37 0 7 0.0285769 6.41235 0.723141 0 62.5795 0 0.728813 0.000543093 56.4004 0.0319861 0.0196723 4.63703 1.77532 
38 0 9 0.017603 6.94507 0.707106 0.00963646 74.0574 0 0.609974 0.00168184 48.7279 0.0143642 0.025422 4.9109 2.03417 
39 0 10 0.0302259 9.43698 0.774602 0 91.2855 0 0.655403 0.000514653 79.8567 0.03198 0.0241974 7.30991 2.12708 
40 0 10 0.0166029 12.5043 0.81679 0.0387055 66.4195 0 0.513972 0.00127077 85.203 0.0151062 0.0232755 10.2134 2.29092 
41 0 10 0.0458533 19.1465 0.844966 0.00238369 138.041 0 0.570328 0.0057972 212.324 0.0459344 0.0454114 16.1781 2.96835 
42 0 10 0.0326456 15.9727 0.77079 0.0386393 115.431 0 0.622611 0.00422323 103.509 0.0296303 0.0427854 12.3116 3.6611 
43 0 10 0.059524 20.0634 0.689317 0.000996124 62.3736 0 0.533281 0.00424682 86.5185 0.036601 0.110384 13.83 6.23334 
44 0 10 0.136658 27.0115 0.657236 0.00242062 77.2627 0 0.572367 0.000631453 76.0629 0.0195931 0.361125 17.7529 9.25856 
45 1 10 0.0331782 55.0769 0.747832 0.00562628 73.5482 2.16945 0.655132 0.000958322 133.239 0.0341124 0.0304077 41.1883 13.8886 
46 0 9 0.0365118 33.5454 0.692212 2.31843e-08 78.3782 0 0.548817 0.000141258 69.2035 0.0337742 0.0426688 23.2205 10.3249 
47 0 9 0.038365 28.3565 0.760456 0 92.2024 0 0.592186 0.000105143 148.337 0.0382123 0.0388498 21.5638 6.79263 
48 0 9 0.0335358 34.4075 0.715227 0.0132851 82.4617 0 0.597531 0.00190566 88.2229 0.0370764 0.0246435 24.6092 9.79833 
49 0 9 0.0350673 32.622 0.676276 0 145.366 0 0.536218 0.000113817 172.179 0.0333055 0.0387479 22.0615 10.5605 
50 0 9 0.0314008 31.6021 0.666042 0.00547543 150.166 0 0.564735 0.000462643 164.833 0.0313842 0.031434 21.0483 10.5538 
51 0 9 0.0299118 26.8222 0.592507 0.0213465 114.964 0 0.648024 0.00194407 131.687 0.0273742 0.0336014 15.8923 10.9299 
52 0 10 0.0364614 22.0422 0.583619 0.00281027 126.972 0 0.644072 0.00058498 168.047 0.0351096 0.0383561 12.8642 9.17797 
53 0 10 0.0259197 21.9475 0.576971 8.06265e-12 135.887 0 0.651219 6.34969e-05 176.011 0.031926 0.0177278 12.6631 9.28444 
54 0 10 0.0222374 37.4254 0.739818 0.00550252 136.982 0 0.69273 0.00345996 179.753 0.0220585 0.0227463 27.688 9.7374 
55 0 10 0.0323029 50.1482 0.693406 0.0121141 123.429 0 0.69568 0.00202504 161.073 0.032497 0.0318638 34.7731 15.3751 
56 1 10 0.016045 60.0792 0.583748 0.000210951 92.1081 0.834683 0.542992 0.00208356 63.7792 0.0172296 0.0143838 35.0711 25.0081 
57 0 9 0.0387892 50.7355 0.58281 0.00890013 74.3707 0 0.500912 0.00187627 121.941 0.0360889 0.0425615 29.5691 21.1663 
58 1 9 0.0278536 36.5022 0.485019 0 92.9619 0.380994 0.63035 4.30154e-05 104.309 0.0238561 0.0316185 17.7043 18.798 
59 0 8 0.0282964 34.7021 0.566683 0.0119907 81.9553 0 0.67366 0.00270483 76.2454 0.0315656 0.0240211 19.6651 15.037 
60 0 8 0.036479 31.1884 0.612609 0 85.0313 0 0.505058 3.32886e-05 59.6609 0.0182244 0.0653464 19.1063 12.0821 
61 0 8 0.0266546 28.3479 0.500361 0 71.312 0 0.557305 2.63624e-05 76.0729 0.0290711 0.0242347 14.1842 14.1637 
62 0 8 0.0399107 27.7677 0.538396 0.00113207 78.1555 0 0.590718 0.00167125 102.426 0.03297 0.0480061 14.95 12.8177 
63 0 9 0.0389141 29.2731 0.583469 0.00827431 62.5228 0 0.652992 0.000857474 65.2517 0.0443538 0.0312942 17.08 12.1932 
64 0 9 0.031329 14.212 0.75512 0.0275184 58.6116 0 0.508321 0.00479349 67.442 0.02628 0.0468981 10.7317 3.48024 
65 3 10 0.0264824 7.38265 0.693067 0 44.4846 6.91224 0.441165 2.09685e-05 28.8237 0.0295026 0.0196626 5.11667 2.26598 
66 0 7 0.031314 7.72404 0.702859 0 41.8319 0 0.452372 1.94542e-05 25.5001 0.0311549 0.0316906 5.42891 2.29513 
67 0 7 0.0254439 8.5737 0.714107 0 35.2376 0 0.44755 1.85858e-05 18.8107 0.0236835 0.0298409 6.12254 2.45116 
68 0 7 0.0286376 9.30104 0.617769 0 31.8999 0 0.464139 1.68095e-05 19.4762 0.0290739 0.0279323 5.74589 3.55515 
69 0 7 0.0331712 10.1644 0.660511 0 32.0729 0 0.474815 1.32768e-05 28.5295 0.0372843 0.0251689 6.71369 3.4507 
70 0 7 0.0204931 9.21225 0.743145 0 34.311 0 0.43329 1.41134e-05 16.3352 0.019882 0.0222614 6.84604 2.36622 
71 0 7 0.0228652 10.8442 0.777792 0 60.4562 0 0.514444 1.75448e-05 51.4877 0.0232013 0.021689 8.43455 2.40967 
72 0 10 0.0363597 9.35487 0.56052 0.00606561 58.8276 0 0.571104 0.000349366 51.438 0.0385258 0.0335971 5.24359 4.11127 
73 0 10 0.0353808 9.22437 0.642561 0.00358787 58.935 0 0.544614 0.000309689 37.4919 0.0345146 0.0369379 5.92722 3.29715 
74 0 10 0.0320863 9.99577 0.655443 0 94.2385 0 0.567731 1.48022e-05 83.5566 0.0305766 0.0349582 6.55165 3.44411 
75 0 10 0.0336994 16.3402 0.618445 0.0637621 79.5445 0 0.548079 0.00375003 53.9662 0.0358995 0.0301335 10.1055 6.23468 
76 0 10 0.0486216 18.3681 0.667914 0 109.028 0 0.543519 6.73919e-06 238.19 0.0340094 0.0780106 12.2683 6.09977 
77 0 10 0.0383983 23.0657 0.707921 0.00204727 114.832 0 0.596276 0.000125514 143.267 0.0392987 0.0362161 16.3287 6.73701 
78 0 10 0.0277332 29.1761 0.745314 0 319.606 0 0.678957 7.56659e-06 461.837 0.0258655 0.033199 21.7454 7.43076 
79 0 10 0.0244956 38.8859 0.644008 0 425.598 0 0.454614 5.61462e-06 669.733 0.0280207 0.0181184 25.0428 13.8431 
80 0 10 0.0314847 72.2489 0.710755 0 390.472 0 0.530232 4.66699e-06 783.457 0.029327 0.0367868 51.3513 20.8976 
-1 14 560 0.0346273 1916.35 0.651462 0.0052658 7027.07 29.5561 0.579005 0.00819293 7929.14 0.0309206 0.0415555 1248.43 667.921 
1 0 10 -nan 0 -nan 0.00713651 100 0 -nan inf 0 -nan -nan 0 0 
2 0 10 0.00922202 66.6667 1 0 63.9667 0 0.535911 0.0804482 128.811 0.00922202 -nan 66.6667 0 
3 0 10 0.0105175 202.368 0.609172 0 63.9667 0 -nan inf 0 0.0112402 0.0093911 123.277 79.0912 
4 0 10 0.0163539 84.4214 0.725024 0.00375682 63.9667 0 0.502485 0.0474323 37.8509 0.0163539 0.0163539 61.2075 23.2139 
5 3 10 0.0219145 19.3979 0.513676 0 66.6996 0 -nan inf 0 0.0163539 0.0277879 9.96421 9.43365 
6 0 7 0.0484905 15.3574 0.294332 0.00812715 63.0829 0 -nan inf 0 0.0618364 0.0429239 4.52019 10.8372 
7 0 7 0.0318275 10.7486 0.393258 0.000696407 65.9097 0 -nan inf 0 0.0175196 0.041101 4.22695 6.52161 
8 0 7 0.0569324 10.0611 0.449729 0.032285 54.0454 0 -nan inf 0 0.0588301 0.0553815 4.52475 5.53632 
9 1 7 0.0769907 7.31123 0.542002 0.000975819 41.4816 0 0.571429 0.088402 5.68968 0.069433 0.0859346 3.9627 3.34853 
10 0 6 0.0662167 5.6056 0.542669 0 73.3327 0 0.302964 0.00894883 17.4377 0.0656084 0.0669386 3.04199 2.56361 
11 0 6 0.0417702 9.73696 0.445887 0 108.376 0 0.5 0.024768 25.5824 0.0404873 0.0428025 4.34158 5.39537 
12 0 9 0.0606425 21.6753 1 0.00324643 109.913 0 0.59611 0.0070607 131.275 0.0606425 -nan 21.6753 0 
13 0 9 0.0634632 34.0192 0.93271 0.0033309 110.074 0 0.608996 0.00703758 96.4187 0.0630735 0.0688658 31.7301 2.28914 
14 0 9 0.0323546 32.8243 0.71552 0.0111911 87.4624 0 0.5337 0.0110444 83.9294 0.0263727 0.0474004 23.4865 9.33786 
15 0 9 0.0538027 51.0304 0.751493 0 117.187 0 0.531769 0.00420805 192.284 0.0400037 0.0955315 38.349 12.6814 
16 0 10 0.0350322 53.6717 0.633651 0.00923747 104.417 0 0.517114 0.0184487 54.0291 0.0385465 0.0289539 34.0091 19.6626 
17 0 10 0.0386609 10.2635 0.788841 0.0185082 86.1792 0 0.56312 0.00635041 99.6108 0.0366053 0.04634 8.09628 2.16723 
18 1 10 0.039535 12.7585 0.709235 4.03769e-08 72.1503 0.514852 0.634752 0.00265977 69.4465 0.0422406 0.0329354 9.04876 3.70972 
19 0 9 0.0357137 12.5683 0.628106 0.00803067 65.9555 0 0.656337 0.00508992 67.7404 0.0343347 0.0380426 7.89425 4.67409 
20 0 9 0.0405964 15.2306 0.694346 0 105.117 0 0.628626 0.00206415 103.482 0.0313371 0.0616307 10.5753 4.65529 
21 0 9 0.0424893 24.6318 0.6884 1.34739e-08 123.659 0 0.663949 0.00174108 150.093 0.0437258 0.0397576 16.9565 7.67526 
22 0 9 0.0286416 24.5446 0.71916 0.00394448 125.361 0 0.633149 0.00206772 119.28 0.0258106 0.0358913 17.6515 6.89311 
23 0 9 0.0306793 37.8379 0.814739 0 143.742 0 0.632681 0.00141714 155.735 0.0309121 0.0296559 30.828 7.00988 
24 0 9 0.0385643 48.5577 0.749497 0 115.376 0 0.598881 0.00156137 103.821 0.038644 0.0383256 36.3938 12.1639 
25 0 10 0.0340787 39.178 0.649255 0 143.044 0 0.495767 0.00117382 343.652 0.0385752 0.0257554 25.4365 13.7415 
26 0 10 0.0165908 42.8343 0.702985 0.00342802 147.434 0 0.515683 0.0100194 189.866 0.0168226 0.0160423 30.1119 12.7224 
27 0 10 0.0398015 42.8235 0.667595 0 280.599 0 0.538604 0.000867981 466.06 0.044 0.0313695 28.5888 14.2347 
28 0 10 0.0156609 53.8424 0.682821 0 245.584 0 0.537683 0.00077615 395.722 0.0149764 0.0171346 36.7647 17.0777 
29 0 10 0.0307531 64.5824 0.715118 0 272.738 0 0.491721 0.000681087 475.876 0.0285622 0.0362528 46.1841 18.3984 
30 0 10 0.0139937 94.2993 0.714836 0 242.16 0 0.567056 0.000647167 430.596 0.0163922 0.00798133 67.4085 26.8908 
31 0 10 0.0255691 120.001 0.653593 0.00885413 158.926 0 0.55763 0.011276 283.293 0.0295116 0.0181305 78.4321 41.5694 
32 0 10 0.0370282 144.209 0.589897 0.0225669 142.477 0 0.569618 0.00979448 270.94 0.0289532 0.0486433 85.0683 59.1404 
33 0 10 0.0658639 195.256 0.462043 0.00896799 126.794 0 0.493228 0.00443291 293.417 0.0344837 0.0928159 90.2168 105.039 
34 5 10 0.0318222 79.9044 0.876349 -0.0248356 52.586 73.4728 0.96134 0.000973351 59.888 0.035297 0.00719508 70.0242 9.88024 
35 1 5 0.0252017 10.7863 0.636628 0.000789874 71.1194 2.57526 0.370196 0.0563759 16.4657 0.0154155 0.042347 6.86684 3.91943 
36 1 4 0.0445923 3.1936 0.577212 0 63.7787 4.55451 0.357734 0.00129508 10.3647 0.0695782 0.0104803 1.84339 1.35022 
37 0 3 0.00499499 3.87788 0.648836 0 69.3621 0 0.372999 0.000996044 12.9205 0.0050876 0.00482388 2.51611 1.36177 
38 0 3 0.00874725 3.89725 0.648896 0 66.2745 0 0.371264 0.000972124 11.5438 0.0108701 0.00482388 2.52891 1.36834 
